County,FileNumber,ProviderName,Adult ICU Census,Available Adult ICU,Available Adult ICU%,Available Pediatric ICU,Available Pediatric ICU%,Pediatric ICU Census,Total AdultICU Capacity,Total PediatricICU Capacity
All,All,All,"4,978","1,130",0.185003274,253,0.408064516,367,"6,108",620
ALACHUA,100113,UF HEALTH SHANDS HOSPITAL,251,9,0.034615385,12,0.255319149,35,260,47
ALACHUA,100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,37,11,0.229166667,0,0,0,48,0
ALACHUA,110025,UF HEALTH REHAB HOSPITAL,0,0,0,0,0,0,0,0
ALACHUA,120011,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,0,0,0,0,0,0,0,0
ALACHUA,23960071,SELECT SPECIALTY HOSPITAL GAINESVILLE,0,0,0,0,0,0,0,0
BAKER,100134,ED FRASER MEMORIAL HOSPITAL,0,0,0,0,0,0,0,0
BAKER,104007,NORTHEAST FLORIDA STATE HOSPITAL,0,0,0,0,0,0,0,0
BAY,100026,ASCENSION SACRED HEART BAY,34,0,0,0,0,0,34,0
BAY,100242,GULF COAST REGIONAL MEDICAL CENTER,20,0,0,4,1,0,20,4
BAY,110034,EMERALD COAST BEHAVIORAL HOSPITAL,0,0,0,0,0,0,0,0
BAY,23960013,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,0,0,0,0,0,0,0,0
BAY,23960045,SELECT SPECIALTY HOSPITAL - PANAMA CITY,0,0,0,0,0,0,0,0
BRADFORD,100103,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,0,0,0,0,0,0,0,0
BREVARD,100019,HOLMES REGIONAL MEDICAL CENTER,50,18,0.264705882,0,0,0,68,0
BREVARD,100028,PARRISH MEDICAL CENTER,8,4,0.333333333,0,0,0,12,0
BREVARD,100092,ROCKLEDGE REGIONAL MEDICAL CENTER,31,2,0.060606061,0,0,0,33,0
BREVARD,100177,CAPE CANAVERAL HOSPITAL,9,3,0.25,0,0,0,12,0
BREVARD,104024,"CIRCLES OF CARE, INC",0,0,0,0,0,0,0,0
BREVARD,110027,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,0,0,0,0,0,0,0,0
BREVARD,110036,DEVEREUX FLORIDA,0,0,0,0,0,0,0,0
BREVARD,120007,PALM BAY HOSPITAL,6,6,0.5,0,0,0,12,0
BREVARD,23960034,MELBOURNE REGIONAL MEDICAL CENTER,5,7,0.583333333,0,0,0,12,0
BREVARD,23960090,KINDRED HOSPITAL MELBOURNE,6,2,0.25,0,0,0,8,0
BREVARD,23960092,VIERA HOSPITAL,16,4,0.2,0,0,0,20,0
BREVARD,23960153,PALM POINT BEHAVIORAL HEALTH,0,0,0,0,0,0,0,0
BROWARD,100038,MEMORIAL REGIONAL HOSPITAL,61,11,0.152777778,12,0.413793103,17,72,29
BROWARD,100039,BROWARD HEALTH MEDICAL CENTER,33,9,0.214285714,0,0,8,42,8
BROWARD,100042,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,7,1,0.125,0,0,0,8,0
BROWARD,100056,CLEVELAND CLINIC HOSPITAL,45,3,0.0625,0,0,0,48,0
BROWARD,100073,HOLY CROSS HOSPITAL,34,8,0.190476190,6,0.5,6,42,12
BROWARD,100086,BROWARD HEALTH NORTH,33,0,0,0,0,0,33,0
BROWARD,100120,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,6,2,0.25,0,0,0,8,0
BROWARD,100167,PLANTATION GENERAL HOSPITAL,17,3,0.15,1,0.125,7,20,8
BROWARD,100189,NORTHWEST MEDICAL CENTER,20,10,0.333333333,0,0,0,30,0
BROWARD,100200,BROWARD HEALTH IMPERIAL POINT,4,2,0.333333333,0,0,0,6,0
BROWARD,100210,FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE,35,1,0.027777778,0,0,0,36,0
BROWARD,100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,14,1,0.066666667,0,0,0,15,0
BROWARD,100225,MEMORIAL REGIONAL HOSPITAL SOUTH,0,0,0,0,0,0,0,0
BROWARD,100228,WESTSIDE REGIONAL MEDICAL CENTER,31,1,0.03125,0,0,0,32,0
BROWARD,100230,MEMORIAL HOSPITAL PEMBROKE,15,9,0.375,0,0,0,24,0
BROWARD,103027,ST ANTHONY'S REHABILITATION HOSPITAL,0,0,0,0,0,0,0,0
BROWARD,103028,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE,0,0,0,0,0,0,0,0
BROWARD,104001,SOUTH FLORIDA STATE HOSPITAL,0,0,0,0,0,0,0,0
BROWARD,104015,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES,0,0,0,0,0,0,0,0
BROWARD,104026,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,0,0,0,0,0,0,0,0
BROWARD,110019,BROWARD HEALTH CORAL SPRINGS,20,2,0.090909091,0,0,0,22,0
BROWARD,111527,MEMORIAL HOSPITAL WEST,53,0,0,0,0,0,53,0
BROWARD,23960050,MEMORIAL HOSPITAL MIRAMAR,20,4,0.166666667,0,0,0,24,0
CALHOUN,100112,CALHOUN-LIBERTY HOSPITAL,0,0,0,0,0,0,0,0
CHARLOTTE,100047,BAYFRONT HEALTH PUNTA GORDA,9,2,0.181818182,0,0,0,11,0
CHARLOTTE,100077,BAYFRONT HEALTH PORT CHARLOTTE,16,3,0.157894737,0,0,0,19,0
CHARLOTTE,100236,FAWCETT MEMORIAL HOSPITAL,17,2,0.105263158,0,0,0,19,0
CITRUS,100023,CITRUS MEMORIAL HOSPITAL,19,5,0.208333333,0,0,0,24,0
CITRUS,100249,BAYFRONT HEALTH SEVEN RIVERS,14,2,0.125,0,0,0,16,0
CLAY,100016,KINDRED HOSPITAL-NORTH FLORIDA,6,0,0,0,0,0,6,0
CLAY,100226,ORANGE PARK MEDICAL CENTER,25,3,0.107142857,9,0.642857143,5,28,14
CLAY,23960117,ASCENSION ST VINCENT'S CLAY COUNTY,7,1,0.125,0,0,0,8,0
COLLIER,100018,NAPLES COMMUNITY HOSPITAL,13,18,0.580645161,0,0,0,31,0
COLLIER,110043,"WILLOUGH AT NAPLES, THE",0,0,0,0,0,0,0,0
COLLIER,120006,NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS,9,7,0.4375,0,0,0,16,0
COLLIER,23960025,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,14,2,0.125,0,0,0,16,0
COLLIER,23960057,PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER,9,3,0.25,0,0,0,12,0
COLLIER,23960116,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,9,1,0.1,0,0,0,10,0
COLUMBIA,100102,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,2,2,0.5,0,0,0,4,0
COLUMBIA,100156,LAKE CITY MEDICAL CENTER,11,2,0.153846154,0,0,0,13,0
DESOTO,100175,DESOTO MEMORIAL HOSPITAL,4,4,0.5,0,0,0,8,0
DUVAL,100001,UF HEALTH JACKSONVILLE,96,4,0.04,3,0.375,5,100,8
DUVAL,100040,ASCENSION ST VINCENT'S RIVERSIDE,38,30,0.441176471,0,0,0,68,0
DUVAL,100088,BAPTIST MEDICAL CENTER JACKSONVILLE,61,15,0.197368421,0,0,0,76,0
DUVAL,100117,BAPTIST MEDICAL CENTER - BEACHES,21,3,0.125,0,0,0,24,0
DUVAL,100151,MAYO CLINIC,43,11,0.203703704,0,0,0,54,0
DUVAL,100179,MEMORIAL HOSPITAL JACKSONVILLE,32,10,0.238095238,0,0,0,42,0
DUVAL,100184,BROOKS REHABILITATION HOSPITAL,0,0,0,0,0,0,0,0
DUVAL,100196,CURAHEALTH JACKSONVILLE LLC,0,0,0,0,0,0,0,0
DUVAL,104016,RIVER POINT BEHAVIORAL HEALTH,0,0,0,0,0,0,0,0
DUVAL,23960052,BAPTIST MEDICAL CENTER SOUTH,23,12,0.342857143,0,0,0,35,0
DUVAL,23960061,WEKIVA SPRINGS,0,0,0,0,0,0,0,0
DUVAL,23960088,ASCENSION ST VINCENT'S SOUTHSIDE,11,7,0.388888889,0,0,0,18,0
DUVAL,23960123,UF HEALTH NORTH,22,2,0.083333333,0,0,0,24,0
DUVAL,23960157,WOLFSON CHILDREN'S HOSPITAL,0,0,0,17,0.53125,15,0,32
ESCAMBIA,100025,ASCENSION SACRED HEART PENSACOLA,46,5,0.098039216,8,0.8,2,51,10
ESCAMBIA,100093,BAPTIST HOSPITAL,45,3,0.0625,0,0,0,48,0
ESCAMBIA,100231,WEST FLORIDA HOSPITAL,32,10,0.238095238,4,0.666666667,2,42,6
ESCAMBIA,23960076,SELECT SPECIALTY HOSPITAL PENSACOLA,6,0,0,0,0,0,6,0
FLAGLER,100118,ADVENTHEALTH PALM COAST,13,5,0.277777778,0,0,0,18,0
FRANKLIN,100153,GEORGE E WEEMS MEMORIAL HOSPITAL,0,0,0,0,0,0,0,0
GADSDEN,100159,"CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS",0,0,0,0,0,0,0,0
GADSDEN,104000,FLORIDA STATE HOSPITAL,0,0,0,0,0,0,0,0
GULF,23960084,ASCENSION SACRED HEART GULF,0,0,0,0,0,0,0,0
HARDEE,100282,ADVENTHEALTH WAUCHULA,0,0,0,0,0,0,0,0
HENDRY,100098,HENDRY REGIONAL MEDICAL CENTER,0,4,1,0,0,0,4,0
HERNANDO,100071,BAYFRONT HEALTH BROOKSVILLE,10,8,0.444444444,0,0,0,18,0
HERNANDO,100264,OAK HILL HOSPITAL,32,4,0.111111111,0,0,0,36,0
HERNANDO,110054,SPRINGBROOK HOSPITAL,0,0,0,0,0,0,0,0
HERNANDO,111525,BAYFRONT HEALTH SPRING HILL,8,0,0,0,0,0,8,0
HERNANDO,23960042,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL,0,0,0,0,0,0,0,0
HIGHLANDS,100049,HIGHLANDS REGIONAL MEDICAL CENTER,14,2,0.125,0,0,0,16,0
HIGHLANDS,100109,ADVENTHEALTH SEBRING,17,0,0,0,0,0,17,0
HIGHLANDS,120013,ADVENTHEALTH LAKE PLACID,1,1,0.5,0,0,0,2,0
HILLSBOROUGH,100069,ADVENTHEALTH CARROLLWOOD,6,2,0.25,0,0,0,8,0
HILLSBOROUGH,100075,ST JOSEPHS HOSPITAL,54,5,0.084745763,5,0.227272727,17,59,22
HILLSBOROUGH,100115,KINDRED HOSPITAL-BAY AREA-TAMPA,4,0,0,0,0,0,4,0
HILLSBOROUGH,100128,TAMPA GENERAL HOSPITAL,95,0,0,3,0.428571429,4,95,7
HILLSBOROUGH,100132,SOUTH FLORIDA BAPTIST HOSPITAL,13,2,0.133333333,0,0,0,15,0
HILLSBOROUGH,100143,KINDRED HOSPITAL-CENTRAL TAMPA,6,0,0,0,0,0,6,0
HILLSBOROUGH,100173,ADVENTHEALTH TAMPA,32,5,0.135135135,3,0.75,1,37,4
HILLSBOROUGH,100206,MEMORIAL HOSPITAL OF TAMPA,8,2,0.2,0,0,0,10,0
HILLSBOROUGH,100243,BRANDON REGIONAL HOSPITAL,42,6,0.125,7,0.875,1,48,8
HILLSBOROUGH,100255,TAMPA COMMUNITY HOSPITAL- A CAMPUS OF MEMORIAL HOSPITAL OF TAMPA,0,0,0,0,0,0,0,0
HILLSBOROUGH,100259,SOUTH BAY HOSPITAL,2,3,0.6,0,0,0,5,0
HILLSBOROUGH,110009,H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE HOSPITAL,24,3,0.111111111,0,0,0,27,0
HILLSBOROUGH,23960100,ST JOSEPHS HOSPITAL NORTH,18,6,0.25,0,0,0,24,0
HILLSBOROUGH,23960105,ST JOSEPHS HOSPITAL SOUTH,21,6,0.222222222,0,0,0,27,0
HILLSBOROUGH,23960113,ST JOSEPHS HOSPITAL BEHAVIORAL HEALTH CENTER,0,0,0,0,0,0,0,0
HOLMES,100078,DOCTORS MEMORIAL HOSPITAL,0,0,0,0,0,0,0,0
INDIAN RIVER,100105,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,12,12,0.5,0,0,0,24,0
INDIAN RIVER,100217,STEWARD SEBASTIAN RIVER MEDICAL CENTER,7,2,0.222222222,0,0,0,9,0
INDIAN RIVER,110017,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TREASURE COAST,0,0,0,0,0,0,0,0
JACKSON,100138,CAMPBELLTON-GRACEVILLE HOSPITAL,0,0,0,0,0,0,0,0
JACKSON,100142,JACKSON HOSPITAL,8,7,0.466666667,0,0,0,15,0
