County,FileNumber,ProviderName,Adult ICU Census,Available Adult ICU,Available Adult ICU%,Available Pediatric ICU,Available Pediatric ICU%,Pediatric ICU Census,Total AdultICU Capacity,Total PediatricICU Capacity
All,All,All,"5,245","1,095",0.172712934,234,0.376205788,388,"6,340",622
ALACHUA,100113,UF HEALTH SHANDS HOSPITAL,242,18,0.069230769,11,0.234042553,36,260,47
ALACHUA,100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,41,7,0.145833333,0,0,0,48,0
ALACHUA,110025,UF HEALTH REHAB HOSPITAL,0,0,0,0,0,0,0,0
ALACHUA,120011,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,0,0,0,0,0,0,0,0
ALACHUA,23960071,SELECT SPECIALTY HOSPITAL GAINESVILLE,0,0,0,0,0,0,0,0
BAKER,100134,ED FRASER MEMORIAL HOSPITAL,0,0,0,0,0,0,0,0
BAKER,104007,NORTHEAST FLORIDA STATE HOSPITAL,0,0,0,0,0,0,0,0
BAY,100026,ASCENSION SACRED HEART BAY,38,22,0.366666667,0,0,0,60,0
BAY,100242,GULF COAST REGIONAL MEDICAL CENTER,22,0,0,3,0.75,1,22,4
BAY,110034,EMERALD COAST BEHAVIORAL HOSPITAL,0,0,0,0,0,0,0,0
BAY,23960013,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,0,0,0,0,0,0,0,0
BAY,23960045,SELECT SPECIALTY HOSPITAL - PANAMA CITY,0,0,0,0,0,0,0,0
BRADFORD,100103,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,0,0,0,0,0,0,0,0
BREVARD,100019,HOLMES REGIONAL MEDICAL CENTER,46,22,0.323529412,0,0,0,68,0
BREVARD,100028,PARRISH MEDICAL CENTER,10,2,0.166666667,0,0,0,12,0
BREVARD,100092,ROCKLEDGE REGIONAL MEDICAL CENTER,21,10,0.322580645,0,0,0,31,0
BREVARD,100177,CAPE CANAVERAL HOSPITAL,6,6,0.5,0,0,0,12,0
BREVARD,104024,"CIRCLES OF CARE, INC",0,0,0,0,0,0,0,0
BREVARD,110027,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,0,0,0,0,0,0,0,0
BREVARD,110036,DEVEREUX FLORIDA,0,0,0,0,0,0,0,0
BREVARD,120007,PALM BAY HOSPITAL,10,2,0.166666667,0,0,0,12,0
BREVARD,23960034,MELBOURNE REGIONAL MEDICAL CENTER,5,67,0.930555556,0,0,0,72,0
BREVARD,23960090,KINDRED HOSPITAL MELBOURNE,6,2,0.25,0,0,0,8,0
BREVARD,23960092,VIERA HOSPITAL,12,8,0.4,0,0,0,20,0
BREVARD,23960153,PALM POINT BEHAVIORAL HEALTH,0,0,0,0,0,0,0,0
BROWARD,100038,MEMORIAL REGIONAL HOSPITAL,58,14,0.194444444,13,0.433333333,17,72,30
BROWARD,100039,BROWARD HEALTH MEDICAL CENTER,42,5,0.106382979,0,0,9,47,9
BROWARD,100042,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,7,1,0.125,0,0,0,8,0
BROWARD,100056,CLEVELAND CLINIC HOSPITAL,41,7,0.145833333,0,0,0,48,0
BROWARD,100073,HOLY CROSS HOSPITAL,40,2,0.047619048,6,0.5,6,42,12
BROWARD,100086,BROWARD HEALTH NORTH,32,0,0,0,0,0,32,0
BROWARD,100120,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,6,2,0.25,0,0,0,8,0
BROWARD,100167,PLANTATION GENERAL HOSPITAL,16,4,0.2,6,0.75,2,20,8
BROWARD,100189,NORTHWEST MEDICAL CENTER,20,10,0.333333333,0,0,0,30,0
BROWARD,100200,BROWARD HEALTH IMPERIAL POINT,8,2,0.2,0,0,0,10,0
BROWARD,100210,FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE,34,2,0.055555556,0,0,0,36,0
BROWARD,100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,10,5,0.333333333,0,0,0,15,0
BROWARD,100225,MEMORIAL REGIONAL HOSPITAL SOUTH,0,0,0,0,0,0,0,0
BROWARD,100228,WESTSIDE REGIONAL MEDICAL CENTER,34,0,0,0,0,0,34,0
BROWARD,100230,MEMORIAL HOSPITAL PEMBROKE,19,2,0.095238095,0,0,0,21,0
BROWARD,103027,ST ANTHONY'S REHABILITATION HOSPITAL,0,0,0,0,0,0,0,0
BROWARD,103028,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE,0,0,0,0,0,0,0,0
BROWARD,104001,SOUTH FLORIDA STATE HOSPITAL,0,0,0,0,0,0,0,0
BROWARD,104015,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES,0,0,0,0,0,0,0,0
BROWARD,104026,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,0,0,0,0,0,0,0,0
BROWARD,110019,BROWARD HEALTH CORAL SPRINGS,91,1,0.010869565,0,0,0,92,0
BROWARD,111527,MEMORIAL HOSPITAL WEST,54,0,0,0,0,0,54,0
BROWARD,23960050,MEMORIAL HOSPITAL MIRAMAR,21,0,0,0,0,0,21,0
CALHOUN,100112,CALHOUN-LIBERTY HOSPITAL,0,0,0,0,0,0,0,0
CHARLOTTE,100047,BAYFRONT HEALTH PUNTA GORDA,9,2,0.181818182,0,0,0,11,0
CHARLOTTE,100077,BAYFRONT HEALTH PORT CHARLOTTE,13,6,0.315789474,0,0,0,19,0
CHARLOTTE,100236,FAWCETT MEMORIAL HOSPITAL,18,1,0.052631579,0,0,0,19,0
CITRUS,100023,CITRUS MEMORIAL HOSPITAL,15,9,0.375,0,0,0,24,0
CITRUS,100249,BAYFRONT HEALTH SEVEN RIVERS,13,3,0.1875,0,0,0,16,0
CLAY,100016,KINDRED HOSPITAL-NORTH FLORIDA,6,0,0,0,0,0,6,0
CLAY,100226,ORANGE PARK MEDICAL CENTER,26,2,0.071428571,9,0.642857143,5,28,14
CLAY,23960117,ASCENSION ST VINCENT'S CLAY COUNTY,7,1,0.125,0,0,0,8,0
COLLIER,100018,NAPLES COMMUNITY HOSPITAL,21,10,0.322580645,0,0,0,31,0
COLLIER,110043,"WILLOUGH AT NAPLES, THE",0,0,0,0,0,0,0,0
COLLIER,120006,NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS,12,4,0.25,0,0,0,16,0
COLLIER,23960025,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,15,1,0.0625,0,0,0,16,0
COLLIER,23960057,PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER,11,1,0.083333333,0,0,0,12,0
COLLIER,23960116,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,9,1,0.1,0,0,0,10,0
COLUMBIA,100102,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,3,1,0.25,0,0,0,4,0
COLUMBIA,100156,LAKE CITY MEDICAL CENTER,11,7,0.388888889,0,0,0,18,0
DESOTO,100175,DESOTO MEMORIAL HOSPITAL,5,3,0.375,0,0,0,8,0
DUVAL,100001,UF HEALTH JACKSONVILLE,92,8,0.08,4,0.5,4,100,8
DUVAL,100040,ASCENSION ST VINCENT'S RIVERSIDE,51,17,0.25,0,0,0,68,0
DUVAL,100088,BAPTIST MEDICAL CENTER JACKSONVILLE,60,16,0.210526316,0,0,0,76,0
DUVAL,100117,BAPTIST MEDICAL CENTER - BEACHES,18,6,0.25,0,0,0,24,0
DUVAL,100151,MAYO CLINIC,39,15,0.277777778,0,0,0,54,0
DUVAL,100179,MEMORIAL HOSPITAL JACKSONVILLE,26,16,0.380952381,0,0,0,42,0
DUVAL,100184,BROOKS REHABILITATION HOSPITAL,0,0,0,0,0,0,0,0
DUVAL,100196,CURAHEALTH JACKSONVILLE LLC,0,0,0,0,0,0,0,0
DUVAL,104016,RIVER POINT BEHAVIORAL HEALTH,0,0,0,0,0,0,0,0
DUVAL,23960052,BAPTIST MEDICAL CENTER SOUTH,25,10,0.285714286,0,0,0,35,0
DUVAL,23960061,WEKIVA SPRINGS,0,0,0,0,0,0,0,0
DUVAL,23960088,ASCENSION ST VINCENT'S SOUTHSIDE,15,3,0.166666667,0,0,0,18,0
DUVAL,23960123,UF HEALTH NORTH,23,1,0.041666667,0,0,0,24,0
DUVAL,23960157,WOLFSON CHILDREN'S HOSPITAL,0,0,0,17,0.53125,15,0,32
ESCAMBIA,100025,ASCENSION SACRED HEART PENSACOLA,51,0,0,8,0.8,2,51,10
ESCAMBIA,100093,BAPTIST HOSPITAL,44,4,0.083333333,0,0,0,48,0
ESCAMBIA,100231,WEST FLORIDA HOSPITAL,37,5,0.119047619,4,0.666666667,2,42,6
ESCAMBIA,23960076,SELECT SPECIALTY HOSPITAL PENSACOLA,6,0,0,0,0,0,6,0
FLAGLER,100118,ADVENTHEALTH PALM COAST,17,1,0.055555556,0,0,0,18,0
FRANKLIN,100153,GEORGE E WEEMS MEMORIAL HOSPITAL,0,0,0,0,0,0,0,0
GADSDEN,100159,"CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS",0,0,0,0,0,0,0,0
GADSDEN,104000,FLORIDA STATE HOSPITAL,0,0,0,0,0,0,0,0
GULF,23960084,ASCENSION SACRED HEART GULF,0,0,0,0,0,0,0,0
HARDEE,100282,ADVENTHEALTH WAUCHULA,0,0,0,0,0,0,0,0
