County,FileNumber,ProviderName,Adult ICU Census,Available Adult ICU,Available Adult ICU%,Available Pediatric ICU,Available Pediatric ICU%,Pediatric ICU Census,Total AdultICU Capacity,Total PediatricICU Capacity
All,All,All,"4,823","1,320",0.214878724,223,0.362601626,392,"6,143",615
ALACHUA,100113,UF HEALTH SHANDS HOSPITAL,237,23,0.088461538,1,0.021276596,46,260,47
ALACHUA,100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,37,11,0.229166667,0,0,0,48,0
ALACHUA,110025,UF HEALTH REHAB HOSPITAL,0,0,0,0,0,0,0,0
ALACHUA,120011,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,0,0,0,0,0,0,0,0
ALACHUA,23960071,SELECT SPECIALTY HOSPITAL GAINESVILLE,0,0,0,0,0,0,0,0
BAKER,100134,ED FRASER MEMORIAL HOSPITAL,0,0,0,0,0,0,0,0
BAKER,104007,NORTHEAST FLORIDA STATE HOSPITAL,0,0,0,0,0,0,0,0
BAY,100026,ASCENSION SACRED HEART BAY,27,5,0.15625,0,0,0,32,0
BAY,100242,GULF COAST REGIONAL MEDICAL CENTER,19,1,0.05,3,0.75,1,20,4
BAY,110034,EMERALD COAST BEHAVIORAL HOSPITAL,0,0,0,0,0,0,0,0
BAY,23960013,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,0,0,0,0,0,0,0,0
BAY,23960045,SELECT SPECIALTY HOSPITAL - PANAMA CITY,0,0,0,0,0,0,0,0
BRADFORD,100103,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,0,0,0,0,0,0,0,0
BREVARD,100019,HOLMES REGIONAL MEDICAL CENTER,55,3,0.051724138,0,0,0,58,0
BREVARD,100028,PARRISH MEDICAL CENTER,9,3,0.25,0,0,0,12,0
BREVARD,100092,ROCKLEDGE REGIONAL MEDICAL CENTER,23,8,0.258064516,0,0,0,31,0
BREVARD,100177,CAPE CANAVERAL HOSPITAL,5,7,0.583333333,0,0,0,12,0
BREVARD,104024,"CIRCLES OF CARE, INC",0,0,0,0,0,0,0,0
BREVARD,110027,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,0,0,0,0,0,0,0,0
BREVARD,110036,DEVEREUX FLORIDA,0,0,0,0,0,0,0,0
BREVARD,120007,PALM BAY HOSPITAL,10,2,0.166666667,0,0,0,12,0
BREVARD,23960034,MELBOURNE REGIONAL MEDICAL CENTER,6,6,0.5,0,0,0,12,0
BREVARD,23960090,KINDRED HOSPITAL MELBOURNE,5,3,0.375,0,0,0,8,0
BREVARD,23960092,VIERA HOSPITAL,21,1,0.045454545,0,0,0,22,0
BREVARD,23960153,PALM POINT BEHAVIORAL HEALTH,0,0,0,0,0,0,0,0
BROWARD,100038,MEMORIAL REGIONAL HOSPITAL,52,20,0.277777778,11,0.379310345,18,72,29
BROWARD,100039,BROWARD HEALTH MEDICAL CENTER,46,0,0,0,0,5,46,5
BROWARD,100042,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,3,5,0.625,0,0,0,8,0
BROWARD,100056,CLEVELAND CLINIC HOSPITAL,46,2,0.041666667,0,0,0,48,0
BROWARD,100073,HOLY CROSS HOSPITAL,26,16,0.380952381,7,0.583333333,5,42,12
BROWARD,100086,BROWARD HEALTH NORTH,32,2,0.058823529,0,0,0,34,0
BROWARD,100120,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,7,1,0.125,0,0,0,8,0
BROWARD,100167,PLANTATION GENERAL HOSPITAL,13,7,0.35,4,0.5,4,20,8
BROWARD,100189,NORTHWEST MEDICAL CENTER,18,12,0.4,0,0,0,30,0
BROWARD,100200,BROWARD HEALTH IMPERIAL POINT,8,0,0,0,0,0,8,0
BROWARD,100210,FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE,21,15,0.416666667,0,0,0,36,0
BROWARD,100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,8,7,0.466666667,0,0,0,15,0
BROWARD,100225,MEMORIAL REGIONAL HOSPITAL SOUTH,0,0,0,0,0,0,0,0
BROWARD,100228,WESTSIDE REGIONAL MEDICAL CENTER,32,0,0,0,0,0,32,0
BROWARD,100230,MEMORIAL HOSPITAL PEMBROKE,9,3,0.25,0,0,0,12,0
BROWARD,103027,ST ANTHONY'S REHABILITATION HOSPITAL,0,0,0,0,0,0,0,0
BROWARD,103028,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE,0,0,0,0,0,0,0,0
BROWARD,104001,SOUTH FLORIDA STATE HOSPITAL,0,0,0,0,0,0,0,0
BROWARD,104015,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES,0,0,0,0,0,0,0,0
BROWARD,104026,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,0,0,0,0,0,0,0,0
BROWARD,110019,BROWARD HEALTH CORAL SPRINGS,12,1,0.076923077,0,0,0,13,0
BROWARD,111527,MEMORIAL HOSPITAL WEST,24,0,0,0,0,0,24,0
BROWARD,23960050,MEMORIAL HOSPITAL MIRAMAR,15,3,0.166666667,0,0,0,18,0
CALHOUN,100112,CALHOUN-LIBERTY HOSPITAL,0,0,0,0,0,0,0,0
CHARLOTTE,100047,BAYFRONT HEALTH PUNTA GORDA,10,1,0.090909091,0,0,0,11,0
CHARLOTTE,100077,BAYFRONT HEALTH PORT CHARLOTTE,13,6,0.315789474,0,0,0,19,0
CHARLOTTE,100236,FAWCETT MEMORIAL HOSPITAL,16,3,0.157894737,0,0,0,19,0
CITRUS,100023,CITRUS MEMORIAL HOSPITAL,19,5,0.208333333,0,0,0,24,0
CITRUS,100249,BAYFRONT HEALTH SEVEN RIVERS,156,0,0,0,0,0,156,0
