County,FileNumber,ProviderName,Adult ICU Census,Available Adult ICU,Available Adult ICU%,Available Pediatric ICU,Available Pediatric ICU%,Pediatric ICU Census,Total AdultICU Capacity,Total PediatricICU Capacity
All,All,All,"4,710","1,448",0.235141280,266,0.406727829,388,"6,158",654
ALACHUA,100113,UF HEALTH SHANDS HOSPITAL,220,40,0.153846154,9,0.191489362,38,260,47
ALACHUA,100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,41,7,0.145833333,0,0,0,48,0
ALACHUA,110025,UF HEALTH REHAB HOSPITAL,0,0,0,0,0,0,0,0
ALACHUA,120011,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,0,0,0,0,0,0,0,0
ALACHUA,23960071,SELECT SPECIALTY HOSPITAL GAINESVILLE,0,0,0,0,0,0,0,0
BAKER,100134,ED FRASER MEMORIAL HOSPITAL,0,0,0,0,0,0,0,0
BAKER,104007,NORTHEAST FLORIDA STATE HOSPITAL,0,0,0,0,0,0,0,0
BAY,100026,ASCENSION SACRED HEART BAY,24,16,0.4,0,0,0,40,0
BAY,100242,GULF COAST REGIONAL MEDICAL CENTER,19,1,0.05,4,1,0,20,4
BAY,110034,EMERALD COAST BEHAVIORAL HOSPITAL,0,0,0,0,0,0,0,0
BAY,23960013,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,0,0,0,0,0,0,0,0
BAY,23960045,SELECT SPECIALTY HOSPITAL - PANAMA CITY,0,0,0,0,0,0,0,0
BRADFORD,100103,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,0,0,0,0,0,0,0,0
BREVARD,100019,HOLMES REGIONAL MEDICAL CENTER,52,6,0.103448276,0,0,0,58,0
BREVARD,100028,PARRISH MEDICAL CENTER,4,8,0.666666667,0,0,0,12,0
BREVARD,100092,ROCKLEDGE REGIONAL MEDICAL CENTER,28,8,0.222222222,0,0,0,36,0
BREVARD,100177,CAPE CANAVERAL HOSPITAL,6,6,0.5,0,0,0,12,0
BREVARD,104024,"CIRCLES OF CARE, INC",0,0,0,0,0,0,0,0
BREVARD,110027,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,0,0,0,0,0,0,0,0
BREVARD,110036,DEVEREUX FLORIDA,0,0,0,0,0,0,0,0
BREVARD,120007,PALM BAY HOSPITAL,11,1,0.083333333,0,0,0,12,0
BREVARD,23960034,MELBOURNE REGIONAL MEDICAL CENTER,6,6,0.5,0,0,0,12,0
BREVARD,23960090,KINDRED HOSPITAL MELBOURNE,6,2,0.25,0,0,0,8,0
BREVARD,23960092,VIERA HOSPITAL,12,8,0.4,0,0,0,20,0
BREVARD,23960153,PALM POINT BEHAVIORAL HEALTH,0,0,0,0,0,0,0,0
BROWARD,100038,MEMORIAL REGIONAL HOSPITAL,54,19,0.260273973,28,0.518518519,26,73,54
BROWARD,100039,BROWARD HEALTH MEDICAL CENTER,45,0,0,2,0.285714286,5,45,7
BROWARD,100042,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,7,1,0.125,0,0,0,8,0
