County,FileNumber,ProviderName,Adult ICU Census,Available Adult ICU,Available Adult ICU%,Available Pediatric ICU,Available Pediatric ICU%,Pediatric ICU Census,Total AdultICU Capacity,Total PediatricICU Capacity
All,All,All,"5,287",955,0.152995835,233,0.377633712,384,"6,242",617
ALACHUA,100113,UF HEALTH SHANDS HOSPITAL,236,24,0.092307692,13,0.276595745,34,260,47
ALACHUA,100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,45,3,0.0625,0,0,0,48,0
ALACHUA,110025,UF HEALTH REHAB HOSPITAL,0,0,0,0,0,0,0,0
ALACHUA,120011,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,0,0,0,0,0,0,0,0
ALACHUA,23960071,SELECT SPECIALTY HOSPITAL GAINESVILLE,0,0,0,0,0,0,0,0
BAKER,100134,ED FRASER MEMORIAL HOSPITAL,0,0,0,0,0,0,0,0
BAKER,104007,NORTHEAST FLORIDA STATE HOSPITAL,0,0,0,0,0,0,0,0
BAY,100026,ASCENSION SACRED HEART BAY,50,1,0.019607843,0,0,0,51,0
BAY,100242,GULF COAST REGIONAL MEDICAL CENTER,20,0,0,2,0.5,2,20,4
BAY,110034,EMERALD COAST BEHAVIORAL HOSPITAL,0,0,0,0,0,0,0,0
BAY,23960013,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,0,0,0,0,0,0,0,0
BAY,23960045,SELECT SPECIALTY HOSPITAL - PANAMA CITY,0,0,0,0,0,0,0,0
BRADFORD,100103,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,0,0,0,0,0,0,0,0
BREVARD,100019,HOLMES REGIONAL MEDICAL CENTER,57,7,0.109375,0,0,0,64,0
BREVARD,100028,PARRISH MEDICAL CENTER,9,3,0.25,0,0,0,12,0
BREVARD,100092,ROCKLEDGE REGIONAL MEDICAL CENTER,19,8,0.296296296,0,0,0,27,0
BREVARD,100177,CAPE CANAVERAL HOSPITAL,9,3,0.25,0,0,0,12,0
BREVARD,104024,"CIRCLES OF CARE, INC",0,0,0,0,0,0,0,0
BREVARD,110027,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,0,0,0,0,0,0,0,0
BREVARD,110036,DEVEREUX FLORIDA,0,0,0,0,0,0,0,0
BREVARD,120007,PALM BAY HOSPITAL,9,3,0.25,0,0,0,12,0
BREVARD,23960034,MELBOURNE REGIONAL MEDICAL CENTER,5,7,0.583333333,0,0,0,12,0
BREVARD,23960090,KINDRED HOSPITAL MELBOURNE,7,1,0.125,0,0,0,8,0
BREVARD,23960092,VIERA HOSPITAL,20,0,0,0,0,0,20,0
BREVARD,23960153,PALM POINT BEHAVIORAL HEALTH,0,0,0,0,0,0,0,0
BROWARD,100038,MEMORIAL REGIONAL HOSPITAL,63,10,0.136986301,14,0.466666667,16,73,30
BROWARD,100039,BROWARD HEALTH MEDICAL CENTER,42,1,0.023255814,0,0,11,43,11
BROWARD,100042,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,6,2,0.25,0,0,0,8,0
BROWARD,100056,CLEVELAND CLINIC HOSPITAL,41,7,0.145833333,0,0,0,48,0
BROWARD,100073,HOLY CROSS HOSPITAL,34,8,0.190476190,7,0.583333333,5,42,12
BROWARD,100086,BROWARD HEALTH NORTH,35,0,0,0,0,0,35,0
BROWARD,100120,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,7,1,0.125,0,0,0,8,0
BROWARD,100167,PLANTATION GENERAL HOSPITAL,18,2,0.1,8,1,0,20,8
BROWARD,100189,NORTHWEST MEDICAL CENTER,27,3,0.1,0,0,0,30,0
BROWARD,100200,BROWARD HEALTH IMPERIAL POINT,8,0,0,0,0,0,8,0
BROWARD,100210,FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE,32,4,0.111111111,0,0,0,36,0
BROWARD,100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,13,2,0.133333333,0,0,0,15,0
BROWARD,100225,MEMORIAL REGIONAL HOSPITAL SOUTH,0,0,0,0,0,0,0,0
BROWARD,100228,WESTSIDE REGIONAL MEDICAL CENTER,40,0,0,0,0,0,40,0
BROWARD,100230,MEMORIAL HOSPITAL PEMBROKE,21,4,0.16,0,0,0,25,0
BROWARD,103027,ST ANTHONY'S REHABILITATION HOSPITAL,0,0,0,0,0,0,0,0
