County,FileNumber,ProviderName,Available,Available Capacity,Bed Census,Total Staffed Bed Capacity
All,All,All,"16,981",0.278843312,"43,917","60,898"
ALACHUA,100113,UF HEALTH SHANDS HOSPITAL,227,0.217017208,819,"1,046"
ALACHUA,100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,76,0.165938865,382,458
ALACHUA,110025,UF HEALTH REHAB HOSPITAL,5,0.083333333,55,60
ALACHUA,120011,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,22,0.271604938,59,81
ALACHUA,23960071,SELECT SPECIALTY HOSPITAL GAINESVILLE,0,0,48,48
BAKER,100134,ED FRASER MEMORIAL HOSPITAL,10,0.833333333,2,12
BAKER,104007,NORTHEAST FLORIDA STATE HOSPITAL,143,0.233278956,470,613
BAY,100026,ASCENSION SACRED HEART BAY,29,0.198630137,117,146
BAY,100242,GULF COAST REGIONAL MEDICAL CENTER,50,0.216450216,181,231
BAY,110034,EMERALD COAST BEHAVIORAL HOSPITAL,22,0.255813953,64,86
BAY,23960013,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,2,0.041666667,46,48
BAY,23960045,SELECT SPECIALTY HOSPITAL - PANAMA CITY,4,0.133333333,26,30
BRADFORD,100103,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,5,0.5,5,10
BREVARD,100019,HOLMES REGIONAL MEDICAL CENTER,124,0.25,372,496
BREVARD,100028,PARRISH MEDICAL CENTER,80,0.459770115,94,174
BREVARD,100092,ROCKLEDGE REGIONAL MEDICAL CENTER,53,0.299435028,124,177
BREVARD,100177,CAPE CANAVERAL HOSPITAL,70,0.5,70,140
BREVARD,104024,"CIRCLES OF CARE, INC",20,0.384615385,32,52
BREVARD,110027,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,6,0.109090909,49,55
BREVARD,110036,DEVEREUX FLORIDA,0,0,100,100
BREVARD,120007,PALM BAY HOSPITAL,14,0.121739130,101,115
BREVARD,23960034,MELBOURNE REGIONAL MEDICAL CENTER,67,0.638095238,38,105
BREVARD,23960090,KINDRED HOSPITAL MELBOURNE,22,0.366666667,38,60
BREVARD,23960092,VIERA HOSPITAL,24,0.292682927,58,82
BREVARD,23960153,PALM POINT BEHAVIORAL HEALTH,10,0.227272727,34,44
BROWARD,100038,MEMORIAL REGIONAL HOSPITAL,154,0.197183099,627,781
BROWARD,100039,BROWARD HEALTH MEDICAL CENTER,37,0.101928375,326,363
BROWARD,100042,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,45,0.378151261,74,119
BROWARD,100056,CLEVELAND CLINIC HOSPITAL,20,0.086956522,210,230
BROWARD,100073,HOLY CROSS HOSPITAL,136,0.390804598,212,348
BROWARD,100086,BROWARD HEALTH NORTH,8,0.034632035,223,231
BROWARD,100120,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,23,0.359375,41,64
