County,FileNumber,ProviderName,Available,Available Capacity,Bed Census,Total Staffed Bed Capacity
All,All,All,"12,924",0.213126649,"47,716","60,640"
ALACHUA,100113,UF HEALTH SHANDS HOSPITAL,187,0.178776291,859,"1,046"
ALACHUA,100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,26,0.055084746,446,472
ALACHUA,110025,UF HEALTH REHAB HOSPITAL,6,0.12,44,50
ALACHUA,120011,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,15,0.182926829,67,82
ALACHUA,23960071,SELECT SPECIALTY HOSPITAL GAINESVILLE,5,0.104166667,43,48
BAKER,100134,ED FRASER MEMORIAL HOSPITAL,10,0.833333333,2,12
BAKER,104007,NORTHEAST FLORIDA STATE HOSPITAL,502,0.818923328,111,613
BAY,100026,ASCENSION SACRED HEART BAY,30,0.169491525,147,177
BAY,100242,GULF COAST REGIONAL MEDICAL CENTER,29,0.124463519,204,233
BAY,110034,EMERALD COAST BEHAVIORAL HOSPITAL,24,0.279069767,62,86
BAY,23960013,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,18,0.321428571,38,56
BAY,23960045,SELECT SPECIALTY HOSPITAL - PANAMA CITY,23,0.766666667,7,30
BRADFORD,100103,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,5,0.5,5,10
BREVARD,100019,HOLMES REGIONAL MEDICAL CENTER,71,0.141434263,431,502
BREVARD,100028,PARRISH MEDICAL CENTER,39,0.228070175,132,171
BREVARD,100092,ROCKLEDGE REGIONAL MEDICAL CENTER,34,0.167487685,169,203
BREVARD,100177,CAPE CANAVERAL HOSPITAL,68,0.485714286,72,140
BREVARD,104024,"CIRCLES OF CARE, INC",20,0.384615385,32,52
BREVARD,110027,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,1,0.016393443,60,61
BREVARD,110036,DEVEREUX FLORIDA,0,0,100,100
BREVARD,120007,PALM BAY HOSPITAL,29,0.252173913,86,115
BREVARD,23960034,MELBOURNE REGIONAL MEDICAL CENTER,59,0.561904762,46,105
BREVARD,23960090,KINDRED HOSPITAL MELBOURNE,15,0.25,45,60
BREVARD,23960092,VIERA HOSPITAL,7,0.083333333,77,84
BREVARD,23960153,PALM POINT BEHAVIORAL HEALTH,23,0.522727273,21,44
BROWARD,100038,MEMORIAL REGIONAL HOSPITAL,141,0.168057211,698,839
BROWARD,100039,BROWARD HEALTH MEDICAL CENTER,15,0.036231884,399,414
BROWARD,100042,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,34,0.285714286,85,119
BROWARD,100056,CLEVELAND CLINIC HOSPITAL,7,0.030434783,223,230
BROWARD,100073,HOLY CROSS HOSPITAL,128,0.367816092,220,348
BROWARD,100086,BROWARD HEALTH NORTH,3,0.011857708,250,253
BROWARD,100120,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,12,0.222222222,42,54
BROWARD,100167,PLANTATION GENERAL HOSPITAL,118,0.446969697,146,264
BROWARD,100189,NORTHWEST MEDICAL CENTER,70,0.242214533,219,289
BROWARD,100200,BROWARD HEALTH IMPERIAL POINT,11,0.077464789,131,142
BROWARD,100210,FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE,20,0.109289617,163,183
BROWARD,100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,152,0.479495268,165,317
BROWARD,100225,MEMORIAL REGIONAL HOSPITAL SOUTH,17,0.142857143,102,119
BROWARD,100228,WESTSIDE REGIONAL MEDICAL CENTER,13,0.051792829,238,251
BROWARD,100230,MEMORIAL HOSPITAL PEMBROKE,15,0.078947368,175,190
BROWARD,103027,ST ANTHONY'S REHABILITATION HOSPITAL,12,0.461538462,14,26
BROWARD,103028,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE,32,0.290909091,78,110
BROWARD,104001,SOUTH FLORIDA STATE HOSPITAL,0,0,299,299
BROWARD,104015,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES,7,0.175,33,40
BROWARD,104026,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,5,0.051546392,92,97
BROWARD,110019,BROWARD HEALTH CORAL SPRINGS,11,0.062146893,166,177
BROWARD,111527,MEMORIAL HOSPITAL WEST,34,0.073275862,430,464
BROWARD,23960050,MEMORIAL HOSPITAL MIRAMAR,18,0.089552239,183,201
CALHOUN,100112,CALHOUN-LIBERTY HOSPITAL,0,0,10,10
CHARLOTTE,100047,BAYFRONT HEALTH PUNTA GORDA,66,0.286956522,164,230
CHARLOTTE,100077,BAYFRONT HEALTH PORT CHARLOTTE,58,0.263636364,162,220
CHARLOTTE,100236,FAWCETT MEMORIAL HOSPITAL,95,0.375494071,158,253
CITRUS,100023,CITRUS MEMORIAL HOSPITAL,52,0.254901961,152,204
CITRUS,100249,BAYFRONT HEALTH SEVEN RIVERS,12,0.127659574,82,94
CLAY,100016,KINDRED HOSPITAL-NORTH FLORIDA,23,0.389830508,36,59
CLAY,100226,ORANGE PARK MEDICAL CENTER,36,0.094986807,343,379
CLAY,23960117,ASCENSION ST VINCENT'S CLAY COUNTY,7,0.063636364,103,110
COLLIER,100018,NAPLES COMMUNITY HOSPITAL,24,0.084805654,259,283
COLLIER,110043,"WILLOUGH AT NAPLES, THE",32,0.380952381,52,84
COLLIER,120006,NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS,49,0.182835821,219,268
COLLIER,23960025,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,1,0.009523810,104,105
COLLIER,23960057,PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER,16,0.16,84,100
COLLIER,23960116,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,20,0.4,30,50
COLUMBIA,100102,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,16,0.533333333,14,30
COLUMBIA,100156,LAKE CITY MEDICAL CENTER,0,0,101,101
DESOTO,100175,DESOTO MEMORIAL HOSPITAL,27,0.490909091,28,55
DUVAL,100001,UF HEALTH JACKSONVILLE,95,0.157545605,508,603
DUVAL,100040,ASCENSION ST VINCENT'S RIVERSIDE,138,0.268482490,376,514
DUVAL,100088,BAPTIST MEDICAL CENTER JACKSONVILLE,84,0.148148148,483,567
DUVAL,100117,BAPTIST MEDICAL CENTER - BEACHES,77,0.254966887,225,302
DUVAL,100151,MAYO CLINIC,35,0.115131579,269,304
DUVAL,100179,MEMORIAL HOSPITAL JACKSONVILLE,160,0.320641283,339,499
DUVAL,100184,BROOKS REHABILITATION HOSPITAL,9,0.064748201,130,139
DUVAL,100196,CURAHEALTH JACKSONVILLE LLC,2,0.090909091,20,22
DUVAL,104016,RIVER POINT BEHAVIORAL HEALTH,32,0.380952381,52,84
DUVAL,23960052,BAPTIST MEDICAL CENTER SOUTH,52,0.148571429,298,350
DUVAL,23960061,WEKIVA SPRINGS,53,0.401515152,79,132
DUVAL,23960088,ASCENSION ST VINCENT'S SOUTHSIDE,124,0.488188976,130,254
DUVAL,23960123,UF HEALTH NORTH,8,0.086956522,84,92
DUVAL,23960157,WOLFSON CHILDREN'S HOSPITAL,70,0.333333333,140,210
ESCAMBIA,100025,ASCENSION SACRED HEART PENSACOLA,97,0.195564516,399,496
ESCAMBIA,100093,BAPTIST HOSPITAL,97,0.248081841,294,391
ESCAMBIA,100231,WEST FLORIDA HOSPITAL,111,0.268765133,302,413
ESCAMBIA,23960076,SELECT SPECIALTY HOSPITAL PENSACOLA,4,0.053333333,71,75
FLAGLER,100118,ADVENTHEALTH PALM COAST,11,0.111111111,88,99
FRANKLIN,100153,GEORGE E WEEMS MEMORIAL HOSPITAL,15,1,0,15
GADSDEN,100159,"CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS",0,0,0,0
GADSDEN,104000,FLORIDA STATE HOSPITAL,0,0,0,0
GULF,23960084,ASCENSION SACRED HEART GULF,16,0.761904762,5,21
HARDEE,100282,ADVENTHEALTH WAUCHULA,3,0.12,22,25
HENDRY,100098,HENDRY REGIONAL MEDICAL CENTER,11,0.379310345,18,29
HERNANDO,100071,BAYFRONT HEALTH BROOKSVILLE,45,0.378151261,74,119
HERNANDO,100264,OAK HILL HOSPITAL,63,0.170731707,306,369
HERNANDO,110054,SPRINGBROOK HOSPITAL,0,0,76,76
HERNANDO,111525,BAYFRONT HEALTH SPRING HILL,62,0.5,62,124
HERNANDO,23960042,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL,26,0.325,54,80
HIGHLANDS,100049,HIGHLANDS REGIONAL MEDICAL CENTER,17,0.265625,47,64
HIGHLANDS,100109,ADVENTHEALTH SEBRING,31,0.181286550,140,171
HIGHLANDS,120013,ADVENTHEALTH LAKE PLACID,9,0.333333333,18,27
HILLSBOROUGH,100069,ADVENTHEALTH CARROLLWOOD,3,0.03,97,100
HILLSBOROUGH,100075,ST JOSEPHS HOSPITAL,50,0.070422535,660,710
HILLSBOROUGH,100115,KINDRED HOSPITAL-BAY AREA-TAMPA,16,0.219178082,57,73
HILLSBOROUGH,100128,TAMPA GENERAL HOSPITAL,176,0.177419355,816,992
HILLSBOROUGH,100132,SOUTH FLORIDA BAPTIST HOSPITAL,4,0.045977011,83,87
HILLSBOROUGH,100143,KINDRED HOSPITAL-CENTRAL TAMPA,32,0.323232323,67,99
HILLSBOROUGH,100173,ADVENTHEALTH TAMPA,79,0.147388060,457,536
HILLSBOROUGH,100206,MEMORIAL HOSPITAL OF TAMPA,9,0.104651163,77,86
HILLSBOROUGH,100243,BRANDON REGIONAL HOSPITAL,120,0.232108317,397,517
HILLSBOROUGH,100255,TAMPA COMMUNITY HOSPITAL- A CAMPUS OF MEMORIAL HOSPITAL OF TAMPA,15,0.288461538,37,52
HILLSBOROUGH,100259,SOUTH BAY HOSPITAL,78,0.549295775,64,142
HILLSBOROUGH,110009,H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE HOSPITAL,24,0.099173554,218,242
HILLSBOROUGH,23960100,ST JOSEPHS HOSPITAL NORTH,6,0.05,114,120
HILLSBOROUGH,23960105,ST JOSEPHS HOSPITAL SOUTH,1,0.006097561,163,164
HILLSBOROUGH,23960113,ST JOSEPHS HOSPITAL BEHAVIORAL HEALTH CENTER,1,0.016666667,59,60
HOLMES,100078,DOCTORS MEMORIAL HOSPITAL,5,0.25,15,20
INDIAN RIVER,100105,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,104,0.333333333,208,312
INDIAN RIVER,100217,STEWARD SEBASTIAN RIVER MEDICAL CENTER,13,0.138297872,81,94
INDIAN RIVER,110017,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TREASURE COAST,12,0.184615385,53,65
JACKSON,100138,CAMPBELLTON-GRACEVILLE HOSPITAL,0,0,0,0
JACKSON,100142,JACKSON HOSPITAL,50,0.480769231,54,104
LAKE,100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,10,0.051546392,184,194
LAKE,100057,ADVENTHEALTH WATERMAN,96,0.32,204,300
LAKE,100084,UF HEALTH LEESBURG HOSPITAL,59,0.177710843,273,332
LAKE,100214,UF HEALTH LEESBURG SENIOR BEHAVIORAL HEALTH CENTER,16,0.761904762,5,21
LAKE,104018,LIFESTREAM BEHAVIORAL CENTER,7,0.152173913,39,46
LEE,100012,LEE MEMORIAL HOSPITAL,46,0.130681818,306,352
LEE,100107,LEHIGH REGIONAL MEDICAL CENTER,5,0.113636364,39,44
LEE,100220,GULF COAST MEDICAL CENTER LEE MEMORIAL HEALTH SYSTEM,40,0.088105727,414,454
LEE,100244,CAPE CORAL HOSPITAL,26,0.090909091,260,286
LEE,120005,HEALTHPARK MEDICAL CENTER,77,0.171492205,372,449
LEE,23960103,PARK ROYAL HOSPITAL,23,0.201754386,91,114
LEE,23960107,SELECT SPECIALTY HOSPITAL-FORT MYERS,18,0.3,42,60
LEON,100135,TALLAHASSEE MEMORIAL HOSPITAL,45,0.098253275,413,458
LEON,100254,CAPITAL REGIONAL MEDICAL CENTER,56,0.207407407,214,270
LEON,110021,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TALLAHASSEE,19,0.316666667,41,60
LEON,110044,EASTSIDE PSYCHIATRIC HOSPITAL,15,0.46875,17,32
LEON,23960059,SELECT SPECIALTY HOSPITAL - TALLAHASSEE,12,0.25,36,48
MADISON,100004,MADISON COUNTY MEMORIAL HOSPITAL,8,0.533333333,7,15
MANATEE,100035,MANATEE MEMORIAL HOSPITAL,22,0.076388889,266,288
MANATEE,100213,BLAKE MEDICAL CENTER,75,0.251677852,223,298
MANATEE,110028,CENTERSTONE OF FLORIDA,8,0.186046512,35,43
MANATEE,110049,SUNCOAST BEHAVIORAL HEALTH CENTER,25,0.416666667,35,60
MANATEE,23960046,LAKEWOOD RANCH MEDICAL CENTER,18,0.160714286,94,112
MARION,100062,ADVENTHEALTH OCALA,11,0.040441176,261,272
MARION,100212,OCALA REGIONAL MEDICAL CENTER,29,0.11328125,227,256
MARION,23960039,WEST MARION COMMUNITY HOSPITAL,44,0.236559140,142,186
MARION,23960060,KINDRED HOSPITAL OCALA,1,0.058823529,16,17
MARION,23960073,THE VINES HOSPITAL,32,0.326530612,66,98
MARION,23960109,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA,28,0.4,42,70
MARTIN,100044,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,132,0.536585366,114,246
MARTIN,120009,CLEVELAND CLINIC MARTIN SOUTH HOSPITAL,48,0.48,52,100
MARTIN,23960112,ENCOMPASS HEALTH REHAB HOSPITAL AN AFFILIATE OF MARTIN HEALTH,2,0.03125,62,64
MARTIN,23960125,CORAL SHORES BEHAVIORAL HEALTH,63,0.7875,17,80
MIAMI-DADE,100008,BAPTIST HOSPITAL OF MIAMI,122,0.159061278,645,767
MIAMI-DADE,100009,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-UHEALTH TOWER,35,0.091145833,349,384
MIAMI-DADE,100020,DOCTORS HOSPITAL,15,0.112781955,118,133
MIAMI-DADE,100022,JACKSON MEMORIAL HOSPITAL,332,0.202810018,"1,305","1,637"
MIAMI-DADE,100029,NORTH SHORE MEDICAL CENTER,32,0.118518519,238,270
MIAMI-DADE,100034,MOUNT SINAI MEDICAL CENTER,121,0.219600726,430,551
MIAMI-DADE,100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,34,0.182795699,152,186
MIAMI-DADE,100053,HIALEAH HOSPITAL,44,0.180327869,200,244
MIAMI-DADE,100061,"MERCY HOSPITAL, A CAMPUS OF PLANTATION GENERAL HOSPITAL",157,0.328451883,321,478
MIAMI-DADE,100076,VARIETY CHILDREN'S HOSPITAL,0,0,0,0
MIAMI-DADE,100079,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPREHENSIVE,11,0.275,29,40
MIAMI-DADE,100114,JACKSON NORTH MEDICAL CENTER,41,0.138047138,256,297
MIAMI-DADE,100125,HOMESTEAD HOSPITAL,11,0.066666667,154,165
MIAMI-DADE,100131,AVENTURA HOSPITAL AND MEDICAL CENTER,29,0.073417722,366,395
MIAMI-DADE,100152,KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES,6,0.105263158,51,57
MIAMI-DADE,100154,SOUTH MIAMI HOSPITAL,78,0.175280899,367,445
MIAMI-DADE,100165,WESTCHESTER GENERAL HOSPITAL,10,0.107526882,83,93
MIAMI-DADE,100181,LARKIN COMMUNITY HOSPITAL,25,0.2,100,125
MIAMI-DADE,100183,CORAL GABLES HOSPITAL,7,0.055118110,120,127
MIAMI-DADE,100187,PALMETTO GENERAL HOSPITAL,135,0.347938144,253,388
MIAMI-DADE,100197,DOUGLAS GARDENS HOSPITAL,16,0.5,16,32
MIAMI-DADE,100208,JACKSON SOUTH MEDICAL CENTER,30,0.121457490,217,247
MIAMI-DADE,100209,KENDALL REGIONAL MEDICAL CENTER,61,0.138009050,381,442
MIAMI-DADE,100240,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-BASCOM PALMER EYE INST,0,0,0,0
MIAMI-DADE,103004,ST CATHERINE'S REHABILITATION HOSPITAL,12,0.545454545,10,22
MIAMI-DADE,103038,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI,33,0.55,27,60
MIAMI-DADE,110040,SOUTHERN WINDS,0,0,72,72
MIAMI-DADE,110041,WEST GABLES REHABILITATION HOSPITAL,0,0,55,55
MIAMI-DADE,110199,NICKLAUS CHILDREN'S HOSPITAL,106,0.368055556,182,288
MIAMI-DADE,120014,SOUTH FLORIDA EVALUATION AND TREATMENT CENTER,0,0,187,187
MIAMI-DADE,23960028,SELECT SPECIALTY HOSPITAL-MIAMI,5,0.106382979,42,47
MIAMI-DADE,23960064,WEST KENDALL BAPTIST HOSPITAL,10,0.064102564,146,156
MIAMI-DADE,23960094,SELECT SPECIALTY HOSPITAL-MIAMI LAKES,0,0,60,60
MIAMI-DADE,23960097,ST CATHERINE'S WEST REHABILITATION HOSPITAL,20,0.5,20,40
MONROE,100024,FISHERMEN'S COMMUNITY HOSPITAL,0,0,0,0
MONROE,100150,DEPOO HOSPITAL,1,0.043478261,22,23
MONROE,100160,MARINERS HOSPITAL,9,0.36,16,25
MONROE,100195,LOWER KEYS MEDICAL CENTER,3,0.05,57,60
NASSAU,100140,BAPTIST MEDICAL CENTER NASSAU,44,0.511627907,42,86
OKALOOSA,100054,TWIN CITIES HOSPITAL,9,0.209302326,34,43
OKALOOSA,100122,NORTH OKALOOSA MEDICAL CENTER,36,0.318584071,77,113
OKALOOSA,100223,FORT WALTON BEACH MEDICAL CENTER,38,0.158995816,201,239
OKALOOSA,111520,GULF COAST TREATMENT CENTER,0,0,28,28
OKALOOSA,23960106,"REHABILITATION INSTITUTE OF NORTHWEST FLORIDA, THE",18,0.6,12,30
OKEECHOBEE,100252,RAULERSON HOSPITAL,63,0.63,37,100
ORANGE,100006,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,146,0.182957393,652,798
ORANGE,100007,ADVENTHEALTH ORLANDO,326,0.244561140,"1,007","1,333"
ORANGE,100021,ADVENTHEALTH EAST ORLANDO,47,0.159322034,248,295
ORANGE,100030,ORLANDO HEALTH - HEALTH CENTRAL HOSPITAL,18,0.08,207,225
ORANGE,100129,ASPIRE HEALTH PARTNERS,0,0,49,49
ORANGE,100162,ADVENTHEALTH WINTER PARK,172,0.407582938,250,422
ORANGE,110047,UNIVERSITY BEHAVIORAL CENTER,45,0.420560748,62,107
ORANGE,110051,LA AMISTAD RESIDENTIAL TREATMENT CENTER,0,0,31,31
ORANGE,120001,ARNOLD PALMER MEDICAL CENTER,165,0.357142857,297,462
ORANGE,120002,ORLANDO HEALTH DR P PHILLIPS HOSPITAL,24,0.094488189,230,254
ORANGE,120003,ADVENTHEALTH APOPKA,14,0.116666667,106,120
ORANGE,23960043,SELECT SPECIALTY HOSPITAL - ORLANDO (NORTH CAMPUS),8,0.222222222,28,36
ORANGE,23960068,SELECT SPECIALTY HOSPITAL - ORLANDO (SOUTH CAMPUS),2,0.03125,62,64
ORANGE,23960083,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,0,0,140,140
ORANGE,23960096,NEMOURS CHILDREN'S HOSPITAL,14,0.157303371,75,89
OSCEOLA,100074,ORLANDO HEALTH ST. CLOUD HOSPITAL,18,0.178217822,83,101
OSCEOLA,100089,ADVENTHEALTH KISSIMMEE,34,0.193181818,142,176
OSCEOLA,100110,OSCEOLA REGIONAL MEDICAL CENTER,83,0.193925234,345,428
OSCEOLA,23960017,ADVENTHEALTH CELEBRATION,117,0.369085174,200,317
OSCEOLA,23960111,POINCIANA MEDICAL CENTER,0,0,76,76
OSCEOLA,23960129,BLACKBERRY CENTER,4,0.0625,60,64
PALM BEACH,100002,BETHESDA HOSPITAL EAST,112,0.287179487,278,390
PALM BEACH,100010,ST MARY'S MEDICAL CENTER,129,0.244318182,399,528
PALM BEACH,100080,JFK MEDICAL CENTER,201,0.362815884,353,554
PALM BEACH,100130,LAKESIDE MEDICAL CENTER,45,0.642857143,25,70
PALM BEACH,100168,BOCA RATON REGIONAL HOSPITAL,62,0.169398907,304,366
PALM BEACH,100176,PALM BEACH GARDENS MEDICAL CENTER,37,0.172093023,178,215
PALM BEACH,100234,JFK MEDICAL CENTER NORTH CAMPUS,89,0.383620690,143,232
PALM BEACH,100253,JUPITER MEDICAL CENTER,52,0.211382114,194,246
PALM BEACH,100258,DELRAY MEDICAL CENTER,164,0.324110672,342,506
PALM BEACH,104008,"THE JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH, INC",0,0,0,0
PALM BEACH,110006,PALMS WEST HOSPITAL,55,0.269607843,149,204
PALM BEACH,110008,WEST BOCA MEDICAL CENTER,113,0.523148148,103,216
PALM BEACH,110010,WELLINGTON REGIONAL MEDICAL CENTER,32,0.130081301,214,246
PALM BEACH,110403,GOOD SAMARITAN MEDICAL CENTER,25,0.114678899,193,218
PALM BEACH,23960072,SELECT SPECIALTY HOSPITAL- PALM BEACH,2,0.033333333,58,60
PALM BEACH,23960074,KINDRED HOSPITAL THE PALM BEACHES,3,0.052631579,54,57
PALM BEACH,23960098,BETHESDA HOSPITAL WEST,15,0.1875,65,80
PASCO,100046,ADVENTHEALTH ZEPHYRHILLS,31,0.216783217,112,143
PASCO,100063,MORTON PLANT NORTH BAY HOSPITAL,14,0.067961165,192,206
PASCO,100191,MEDICAL CENTER OF TRINITY,76,0.310204082,169,245
PASCO,100211,ADVENTHEALTH DADE CITY,30,0.303030303,69,99
PASCO,100256,REGIONAL MEDICAL CENTER BAYONET POINT,34,0.117241379,256,290
PASCO,23960082,ADVENTHEALTH CONNERTON,1,0.015384615,64,65
PASCO,23960099,ADVENTHEALTH WESLEY CHAPEL,10,0.090090090,101,111
PASCO,23960102,MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER,3,0.053571429,53,56
PASCO,23960110,MEDICAL CENTER OF TRINITY WEST PASCO CAMPUS,28,0.451612903,34,62
PASCO,23960114,NORTH TAMPA BEHAVIORAL HEALTH,47,0.373015873,79,126
PINELLAS,100015,LARGO MEDICAL CENTER - INDIAN ROCKS,4,0.044943820,85,89
PINELLAS,100032,BAYFRONT HEALTH ST PETERSBURG,191,0.449411765,234,425
PINELLAS,100043,MEASE DUNEDIN HOSPITAL,30,0.192307692,126,156
PINELLAS,100055,ADVENTHEALTH NORTH PINELLAS,20,0.162601626,103,123
PINELLAS,100067,ST ANTHONYS HOSPITAL,27,0.078947368,315,342
PINELLAS,100126,PALMS OF PASADENA HOSPITAL,9,0.063829787,132,141
PINELLAS,100127,MORTON PLANT HOSPITAL,39,0.097014925,363,402
PINELLAS,100180,ST PETERSBURG GENERAL HOSPITAL,11,0.082706767,122,133
PINELLAS,100238,NORTHSIDE HOSPITAL,0,0,149,149
PINELLAS,100248,LARGO MEDICAL CENTER,49,0.175627240,230,279
PINELLAS,100250,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,30,0.150753769,169,199
PINELLAS,104017,WINDMOOR HEALTHCARE OF CLEARWATER,47,0.451923077,57,104
PINELLAS,110001,MEASE COUNTRYSIDE HOSPITAL,38,0.155737705,206,244
PINELLAS,110045,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LARGO,5,0.081967213,56,61
PINELLAS,23960011,KINDRED HOSPITAL-BAY AREA-ST PETERSBURG,22,0.314285714,48,70
PINELLAS,23960085,BAYCARE ALLIANT HOSPITAL,22,0.458333333,26,48
POLK,100052,WINTER HAVEN HOSPITAL,6,0.018927445,311,317
POLK,100099,ADVENTHEALTH LAKE WALES,87,0.54375,73,160
POLK,100121,BARTOW REGIONAL MEDICAL CENTER,2,0.038461538,50,52
POLK,100137,ADVENTHEALTH HEART OF FLORIDA,65,0.342105263,125,190
POLK,100157,LAKELAND REGIONAL MEDICAL CENTER,90,0.104772992,769,859
POLK,120010,WINTER HAVEN WOMEN'S HOSPITAL,7,0.166666667,35,42
PUTNAM,100232,PUTNAM COMMUNITY MEDICAL CENTER,22,0.261904762,62,84
SANTA ROSA,100048,JAY HOSPITAL,8,0.380952381,13,21
SANTA ROSA,100124,SANTA ROSA MEDICAL CENTER,80,0.559440559,63,143
SANTA ROSA,104027,WEST FLORIDA COMMUNITY CARE CENTER,77,0.77,23,100
SANTA ROSA,110003,GULF BREEZE HOSPITAL,41,0.465909091,47,88
SARASOTA,100070,VENICE REGIONAL BAYFRONT HEALTH,110,0.478260870,120,230
SARASOTA,100087,SARASOTA MEMORIAL HOSPITAL,20,0.026990553,721,741
SARASOTA,100166,DOCTORS HOSPITAL OF SARASOTA,48,0.324324324,100,148
SARASOTA,110004,ENGLEWOOD COMMUNITY HOSPITAL,33,0.44,42,75
SARASOTA,110013,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SARASOTA,21,0.233333333,69,90
SARASOTA,23960049,PAM SPECIALTY HOSPITAL OF SARASOTA,8,0.2,32,40
SEMINOLE,100161,CENTRAL FLORIDA REGIONAL HOSPITAL,51,0.245192308,157,208
SEMINOLE,100263,ORLANDO HEALTH SOUTH SEMINOLE HOSPITAL,24,0.135593220,153,177
SEMINOLE,120004,ADVENTHEALTH ALTAMONTE SPRINGS,70,0.178117048,323,393
SEMINOLE,23960115,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS,0,0,60,60
SEMINOLE,23960121,OVIEDO MEDICAL CENTER,8,0.133333333,52,60
ST. JOHNS,100219,FLAGLER HOSPITAL,117,0.355623100,212,329
ST. LUCIE,100246,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,45,0.108173077,371,416
ST. LUCIE,100260,ST LUCIE MEDICAL CENTER,41,0.179039301,188,229
ST. LUCIE,110022,PORT ST LUCIE HOSPITAL,14,0.186666667,61,75
ST. LUCIE,23960108,CLEVELAND CLINIC TRADITION HOSPITAL,31,0.175141243,146,177
SUMTER,23960032,UF HEALTH THE VILLAGES HOSPITAL,105,0.342019544,202,307
SUMTER,23960086,SELECT SPECIALTY HOSPITAL-THE VILLAGES INC,8,0.2,32,40
SUWANNEE,100146,LAKE CITY MEDICAL CENTER SUWANNEE CAMPUS,0,0,0,0
TAYLOR,100106,DOCTORS' MEMORIAL HOSPITAL,10,0.625,6,16
UNION,100241,LAKE BUTLER HOSPITAL,19,0.76,6,25
UNION,110183,RECEPTION AND MEDICAL CENTER HOSPITAL,60,0.582524272,43,103
VOLUSIA,100014,ADVENTHEALTH NEW SMYRNA BEACH,29,0.266055046,80,109
VOLUSIA,100017,HALIFAX HEALTH MEDICAL CENTER,155,0.284926471,389,544
VOLUSIA,100045,ADVENTHEALTH DELAND,59,0.359756098,105,164
VOLUSIA,100072,ADVENTHEALTH FISH MEMORIAL,72,0.382978723,116,188
VOLUSIA,100169,ADVENTHEALTH DAYTONA BEACH,98,0.298780488,230,328
VOLUSIA,110016,HALIFAX PSYCHIATRIC CENTER-NORTH,18,0.5625,14,32
VOLUSIA,23960051,HALIFAX HEALTH MEDICAL CENTER- PORT ORANGE,17,0.253731343,50,67
VOLUSIA,23960120,SELECT SPECIALTY HOSPITAL - DAYTONA BEACH,3,0.088235294,31,34
