County,FileNumber,ProviderName,Available,Available Capacity,Bed Census,Total Staffed Bed Capacity
All,All,All,"14,442",0.235016517,"47,009","61,451"
ALACHUA,100113,UF HEALTH SHANDS HOSPITAL,177,0.169216061,869,"1,046"
ALACHUA,100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,42,0.083832335,459,501
ALACHUA,110025,UF HEALTH REHAB HOSPITAL,13,0.216666667,47,60
ALACHUA,120011,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,37,0.456790123,44,81
ALACHUA,23960071,SELECT SPECIALTY HOSPITAL GAINESVILLE,1,0.020833333,47,48
BAKER,100134,ED FRASER MEMORIAL HOSPITAL,6,0.5,6,12
BAKER,104007,NORTHEAST FLORIDA STATE HOSPITAL,126,0.205546493,487,613
BAY,100026,ASCENSION SACRED HEART BAY,27,0.175324675,127,154
BAY,100242,GULF COAST REGIONAL MEDICAL CENTER,32,0.132780083,209,241
BAY,110034,EMERALD COAST BEHAVIORAL HOSPITAL,36,0.418604651,50,86
BAY,23960013,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,16,0.285714286,40,56
BAY,23960045,SELECT SPECIALTY HOSPITAL - PANAMA CITY,9,0.3,21,30
BRADFORD,100103,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,5,0.5,5,10
BREVARD,100019,HOLMES REGIONAL MEDICAL CENTER,72,0.136882129,454,526
BREVARD,100028,PARRISH MEDICAL CENTER,75,0.431034483,99,174
BREVARD,100092,ROCKLEDGE REGIONAL MEDICAL CENTER,56,0.304347826,128,184
BREVARD,100177,CAPE CANAVERAL HOSPITAL,40,0.285714286,100,140
BREVARD,104024,"CIRCLES OF CARE, INC",20,0.384615385,32,52
BREVARD,110027,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,1,0.016666667,59,60
BREVARD,110036,DEVEREUX FLORIDA,0,0,100,100
BREVARD,120007,PALM BAY HOSPITAL,2,0.017391304,113,115
BREVARD,23960034,MELBOURNE REGIONAL MEDICAL CENTER,60,0.571428571,45,105
BREVARD,23960090,KINDRED HOSPITAL MELBOURNE,15,0.25,45,60
BREVARD,23960092,VIERA HOSPITAL,11,0.130952381,73,84
BREVARD,23960153,PALM POINT BEHAVIORAL HEALTH,13,0.295454545,31,44
BROWARD,100038,MEMORIAL REGIONAL HOSPITAL,156,0.180974478,706,862
BROWARD,100039,BROWARD HEALTH MEDICAL CENTER,23,0.056790123,382,405
BROWARD,100042,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,50,0.420168067,69,119
BROWARD,100056,CLEVELAND CLINIC HOSPITAL,13,0.056521739,217,230
BROWARD,100073,HOLY CROSS HOSPITAL,124,0.356321839,224,348
BROWARD,100086,BROWARD HEALTH NORTH,16,0.0625,240,256
BROWARD,100120,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,23,0.359375,41,64
BROWARD,100167,PLANTATION GENERAL HOSPITAL,101,0.420833333,139,240
BROWARD,100189,NORTHWEST MEDICAL CENTER,70,0.241379310,220,290
BROWARD,100200,BROWARD HEALTH IMPERIAL POINT,17,0.122302158,122,139
BROWARD,100210,FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE,48,0.241206030,151,199
BROWARD,100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,156,0.492113565,161,317
BROWARD,100225,MEMORIAL REGIONAL HOSPITAL SOUTH,16,0.134453782,103,119
BROWARD,100228,WESTSIDE REGIONAL MEDICAL CENTER,42,0.168,208,250
BROWARD,100230,MEMORIAL HOSPITAL PEMBROKE,18,0.124137931,127,145
BROWARD,103027,ST ANTHONY'S REHABILITATION HOSPITAL,14,0.538461538,12,26
BROWARD,103028,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE,20,0.181818182,90,110
BROWARD,104001,SOUTH FLORIDA STATE HOSPITAL,0,0,300,300
BROWARD,104015,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES,17,0.34,33,50
BROWARD,104026,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,0,0,92,92
BROWARD,110019,BROWARD HEALTH CORAL SPRINGS,12,0.066298343,169,181
BROWARD,111527,MEMORIAL HOSPITAL WEST,26,0.068062827,356,382
BROWARD,23960050,MEMORIAL HOSPITAL MIRAMAR,59,0.331460674,119,178
CALHOUN,100112,CALHOUN-LIBERTY HOSPITAL,2,0.2,8,10
CHARLOTTE,100047,BAYFRONT HEALTH PUNTA GORDA,24,0.177777778,111,135
CHARLOTTE,100077,BAYFRONT HEALTH PORT CHARLOTTE,57,0.241525424,179,236
CHARLOTTE,100236,FAWCETT MEMORIAL HOSPITAL,67,0.264822134,186,253
CITRUS,100023,CITRUS MEMORIAL HOSPITAL,51,0.25,153,204
CITRUS,100249,BAYFRONT HEALTH SEVEN RIVERS,9,0.088235294,93,102
CLAY,100016,KINDRED HOSPITAL-NORTH FLORIDA,28,0.383561644,45,73
CLAY,100226,ORANGE PARK MEDICAL CENTER,37,0.104815864,316,353
CLAY,23960117,ASCENSION ST VINCENT'S CLAY COUNTY,31,0.219858156,110,141
COLLIER,100018,NAPLES COMMUNITY HOSPITAL,20,0.070422535,264,284
COLLIER,110043,"WILLOUGH AT NAPLES, THE",29,0.333333333,58,87
COLLIER,120006,NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS,41,0.172268908,197,238
COLLIER,23960025,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,2,0.018348624,107,109
COLLIER,23960057,PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER,28,0.28,72,100
COLLIER,23960116,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,22,0.44,28,50
COLUMBIA,100156,LAKE CITY MEDICAL CENTER,0,0,99,99
DESOTO,100175,DESOTO MEMORIAL HOSPITAL,36,0.654545455,19,55
DUVAL,100001,UF HEALTH JACKSONVILLE,150,0.248756219,453,603
DUVAL,100040,ASCENSION ST VINCENT'S RIVERSIDE,208,0.414342629,294,502
DUVAL,100088,BAPTIST MEDICAL CENTER JACKSONVILLE,40,0.093896714,386,426
DUVAL,100117,BAPTIST MEDICAL CENTER - BEACHES,46,0.306666667,104,150
DUVAL,100151,MAYO CLINIC,5,0.016286645,302,307
DUVAL,100179,MEMORIAL HOSPITAL JACKSONVILLE,153,0.304780876,349,502
DUVAL,100184,BROOKS REHABILITATION HOSPITAL,1,0.007194245,138,139
DUVAL,100196,CURAHEALTH JACKSONVILLE LLC,2,0.083333333,22,24
DUVAL,104016,RIVER POINT BEHAVIORAL HEALTH,36,0.428571429,48,84
DUVAL,23960052,BAPTIST MEDICAL CENTER SOUTH,60,0.199335548,241,301
DUVAL,23960061,WEKIVA SPRINGS,59,0.406896552,86,145
DUVAL,23960088,ASCENSION ST VINCENT'S SOUTHSIDE,138,0.541176471,117,255
DUVAL,23960123,UF HEALTH NORTH,1,0.010309278,96,97
DUVAL,23960157,WOLFSON CHILDREN'S HOSPITAL,31,0.155778894,168,199
ESCAMBIA,100025,ASCENSION SACRED HEART PENSACOLA,152,0.280961183,389,541
ESCAMBIA,100093,BAPTIST HOSPITAL,137,0.321596244,289,426
ESCAMBIA,100231,WEST FLORIDA HOSPITAL,105,0.254237288,308,413
ESCAMBIA,23960076,SELECT SPECIALTY HOSPITAL PENSACOLA,8,0.106666667,67,75
FLAGLER,100118,ADVENTHEALTH PALM COAST,10,0.101010101,89,99
FRANKLIN,100153,GEORGE E WEEMS MEMORIAL HOSPITAL,13,0.866666667,2,15
