County,FileNumber,ProviderName,Adult ICU Census,Available Adult ICU,Available Adult ICU%,Available Pediatric ICU,Available Pediatric ICU%,Pediatric ICU Census,Total AdultICU Capacity,Total PediatricICU Capacity
All,All,All,"4,405","1,594",0.265710952,248,0.382126348,401,"5,999",649
ALACHUA,100113,UF HEALTH SHANDS HOSPITAL,213,47,0.180769231,12,0.255319149,35,260,47
ALACHUA,100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,36,12,0.25,0,0,0,48,0
ALACHUA,110025,UF HEALTH REHAB HOSPITAL,0,0,0,0,0,0,0,0
ALACHUA,120011,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,0,0,0,0,0,0,0,0
ALACHUA,23960071,SELECT SPECIALTY HOSPITAL GAINESVILLE,0,0,0,0,0,0,0,0
BAKER,100134,ED FRASER MEMORIAL HOSPITAL,0,0,0,0,0,0,0,0
BAKER,104007,NORTHEAST FLORIDA STATE HOSPITAL,0,0,0,0,0,0,0,0
BAY,100026,ASCENSION SACRED HEART BAY,31,11,0.261904762,0,0,0,42,0
BAY,100242,GULF COAST REGIONAL MEDICAL CENTER,17,3,0.15,3,0.75,1,20,4
BAY,110034,EMERALD COAST BEHAVIORAL HOSPITAL,0,0,0,0,0,0,0,0
BAY,23960013,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,0,0,0,0,0,0,0,0
BAY,23960045,SELECT SPECIALTY HOSPITAL - PANAMA CITY,0,0,0,0,0,0,0,0
BRADFORD,100103,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,0,0,0,0,0,0,0,0
BREVARD,100019,HOLMES REGIONAL MEDICAL CENTER,43,15,0.258620690,0,0,0,58,0
BREVARD,100028,PARRISH MEDICAL CENTER,7,5,0.416666667,0,0,0,12,0
BREVARD,100092,ROCKLEDGE REGIONAL MEDICAL CENTER,21,11,0.34375,0,0,0,32,0
BREVARD,100177,CAPE CANAVERAL HOSPITAL,9,3,0.25,0,0,0,12,0
BREVARD,104024,"CIRCLES OF CARE, INC",0,0,0,0,0,0,0,0
BREVARD,110027,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,0,0,0,0,0,0,0,0
BREVARD,110036,DEVEREUX FLORIDA,0,0,0,0,0,0,0,0
BREVARD,120007,PALM BAY HOSPITAL,12,0,0,0,0,0,12,0
BREVARD,23960034,MELBOURNE REGIONAL MEDICAL CENTER,4,8,0.666666667,0,0,0,12,0
BREVARD,23960090,KINDRED HOSPITAL MELBOURNE,7,1,0.125,0,0,0,8,0
BREVARD,23960092,VIERA HOSPITAL,14,6,0.3,0,0,0,20,0
BREVARD,23960153,PALM POINT BEHAVIORAL HEALTH,0,0,0,0,0,0,0,0
BROWARD,100038,MEMORIAL REGIONAL HOSPITAL,48,21,0.304347826,19,0.431818182,25,69,44
BROWARD,100039,BROWARD HEALTH MEDICAL CENTER,39,0,0,1,0.25,3,39,4
BROWARD,100042,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,7,2,0.222222222,0,0,0,9,0
BROWARD,100056,CLEVELAND CLINIC HOSPITAL,40,8,0.166666667,0,0,0,48,0
BROWARD,100073,HOLY CROSS HOSPITAL,33,9,0.214285714,12,1,0,42,12
BROWARD,100086,BROWARD HEALTH NORTH,18,2,0.1,0,0,0,20,0
BROWARD,100120,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,5,3,0.375,0,0,0,8,0
BROWARD,100167,PLANTATION GENERAL HOSPITAL,12,8,0.4,5,0.625,3,20,8
BROWARD,100189,NORTHWEST MEDICAL CENTER,18,12,0.4,0,0,0,30,0
BROWARD,100200,BROWARD HEALTH IMPERIAL POINT,9,0,0,0,0,0,9,0
BROWARD,100210,FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE,23,13,0.361111111,0,0,0,36,0
BROWARD,100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,10,5,0.333333333,0,0,0,15,0
BROWARD,100225,MEMORIAL REGIONAL HOSPITAL SOUTH,0,0,0,0,0,0,0,0
BROWARD,100228,WESTSIDE REGIONAL MEDICAL CENTER,25,7,0.21875,0,0,0,32,0
BROWARD,100230,MEMORIAL HOSPITAL PEMBROKE,7,2,0.222222222,0,0,0,9,0
BROWARD,103027,ST ANTHONY'S REHABILITATION HOSPITAL,0,0,0,0,0,0,0,0
BROWARD,103028,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE,0,0,0,0,0,0,0,0
BROWARD,104001,SOUTH FLORIDA STATE HOSPITAL,0,0,0,0,0,0,0,0
BROWARD,104015,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES,0,0,0,0,0,0,0,0
BROWARD,104026,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,0,0,0,0,0,0,0,0
BROWARD,110019,BROWARD HEALTH CORAL SPRINGS,12,0,0,0,0,1,12,1
BROWARD,111527,MEMORIAL HOSPITAL WEST,23,0,0,0,0,0,23,0
BROWARD,23960050,MEMORIAL HOSPITAL MIRAMAR,11,7,0.388888889,0,0,0,18,0
CALHOUN,100112,CALHOUN-LIBERTY HOSPITAL,0,0,0,0,0,0,0,0
CHARLOTTE,100047,BAYFRONT HEALTH PUNTA GORDA,13,0,0,0,0,0,13,0
CHARLOTTE,100077,BAYFRONT HEALTH PORT CHARLOTTE,16,5,0.238095238,0,0,0,21,0
CHARLOTTE,100236,FAWCETT MEMORIAL HOSPITAL,19,0,0,0,0,0,19,0
CITRUS,100023,CITRUS MEMORIAL HOSPITAL,15,9,0.375,0,0,0,24,0
CITRUS,100249,BAYFRONT HEALTH SEVEN RIVERS,14,2,0.125,0,0,0,16,0
CLAY,100016,KINDRED HOSPITAL-NORTH FLORIDA,6,0,0,0,0,0,6,0
CLAY,100226,ORANGE PARK MEDICAL CENTER,26,2,0.071428571,0,0,4,28,4
CLAY,23960117,ASCENSION ST VINCENT'S CLAY COUNTY,17,10,0.370370370,0,0,0,27,0
COLLIER,100018,NAPLES COMMUNITY HOSPITAL,14,17,0.548387097,0,0,0,31,0
COLLIER,110043,"WILLOUGH AT NAPLES, THE",0,0,0,0,0,0,0,0
COLLIER,120006,NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS,11,5,0.3125,0,0,0,16,0
COLLIER,23960025,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,12,4,0.25,0,0,0,16,0
COLLIER,23960057,PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER,9,3,0.25,0,0,0,12,0
COLLIER,23960116,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,7,3,0.3,0,0,0,10,0
COLUMBIA,100156,LAKE CITY MEDICAL CENTER,17,1,0.055555556,0,0,0,18,0
DESOTO,100175,DESOTO MEMORIAL HOSPITAL,2,6,0.75,0,0,0,8,0
DUVAL,100001,UF HEALTH JACKSONVILLE,82,18,0.18,2,0.25,6,100,8
DUVAL,100040,ASCENSION ST VINCENT'S RIVERSIDE,34,21,0.381818182,0,0,0,55,0
DUVAL,100088,BAPTIST MEDICAL CENTER JACKSONVILLE,56,16,0.222222222,0,0,0,72,0
DUVAL,100117,BAPTIST MEDICAL CENTER - BEACHES,18,6,0.25,0,0,0,24,0
DUVAL,100151,MAYO CLINIC,46,8,0.148148148,0,0,0,54,0
DUVAL,100179,MEMORIAL HOSPITAL JACKSONVILLE,28,14,0.333333333,0,0,0,42,0
DUVAL,100184,BROOKS REHABILITATION HOSPITAL,0,0,0,0,0,0,0,0
DUVAL,100196,CURAHEALTH JACKSONVILLE LLC,0,0,0,0,0,0,0,0
DUVAL,104016,RIVER POINT BEHAVIORAL HEALTH,0,0,0,0,0,0,0,0
DUVAL,23960052,BAPTIST MEDICAL CENTER SOUTH,21,14,0.4,0,0,0,35,0
DUVAL,23960061,WEKIVA SPRINGS,0,0,0,0,0,0,0,0
DUVAL,23960088,ASCENSION ST VINCENT'S SOUTHSIDE,13,2,0.133333333,0,0,0,15,0
DUVAL,23960123,UF HEALTH NORTH,20,4,0.166666667,0,0,0,24,0
DUVAL,23960157,WOLFSON CHILDREN'S HOSPITAL,0,0,0,16,0.5,16,0,32
ESCAMBIA,100025,ASCENSION SACRED HEART PENSACOLA,50,1,0.019607843,4,0.4,6,51,10
ESCAMBIA,100093,BAPTIST HOSPITAL,37,11,0.229166667,0,0,0,48,0
ESCAMBIA,100231,WEST FLORIDA HOSPITAL,32,4,0.111111111,5,0.833333333,1,36,6
ESCAMBIA,23960076,SELECT SPECIALTY HOSPITAL PENSACOLA,6,0,0,0,0,0,6,0
FLAGLER,100118,ADVENTHEALTH PALM COAST,11,7,0.388888889,0,0,0,18,0
FRANKLIN,100153,GEORGE E WEEMS MEMORIAL HOSPITAL,0,0,0,0,0,0,0,0
GADSDEN,100159,"CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS",0,0,0,0,0,0,0,0
GADSDEN,104000,FLORIDA STATE HOSPITAL,0,0,0,0,0,0,0,0
GULF,23960084,ASCENSION SACRED HEART GULF,0,0,0,0,0,0,0,0
HARDEE,100282,ADVENTHEALTH WAUCHULA,0,0,0,0,0,0,0,0
HENDRY,100098,HENDRY REGIONAL MEDICAL CENTER,0,4,1,0,0,0,4,0
HERNANDO,100071,BAYFRONT HEALTH BROOKSVILLE,10,8,0.444444444,0,0,0,18,0
HERNANDO,100264,OAK HILL HOSPITAL,27,9,0.25,0,0,0,36,0
HERNANDO,110054,SPRINGBROOK HOSPITAL,0,0,0,0,0,0,0,0
HERNANDO,111525,BAYFRONT HEALTH SPRING HILL,6,2,0.25,0,0,0,8,0
HERNANDO,23960042,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL,0,0,0,0,0,0,0,0
HIGHLANDS,100049,HIGHLANDS REGIONAL MEDICAL CENTER,11,5,0.3125,0,0,0,16,0
HIGHLANDS,100109,ADVENTHEALTH SEBRING,7,3,0.3,0,0,0,10,0
HIGHLANDS,120013,ADVENTHEALTH LAKE PLACID,0,2,1,0,0,0,2,0
HILLSBOROUGH,100069,ADVENTHEALTH CARROLLWOOD,5,2,0.285714286,0,0,0,7,0
HILLSBOROUGH,100075,ST JOSEPHS HOSPITAL,56,10,0.151515152,8,0.363636364,14,66,22
HILLSBOROUGH,100115,KINDRED HOSPITAL-BAY AREA-TAMPA,4,0,0,0,0,0,4,0
HILLSBOROUGH,100128,TAMPA GENERAL HOSPITAL,91,5,0.052083333,6,0.857142857,1,96,7
HILLSBOROUGH,100132,SOUTH FLORIDA BAPTIST HOSPITAL,14,0,0,0,0,0,14,0
HILLSBOROUGH,100143,KINDRED HOSPITAL-CENTRAL TAMPA,6,0,0,0,0,0,6,0
HILLSBOROUGH,100173,ADVENTHEALTH TAMPA,35,2,0.054054054,4,0.8,1,37,5
HILLSBOROUGH,100206,MEMORIAL HOSPITAL OF TAMPA,6,1,0.142857143,0,0,0,7,0
HILLSBOROUGH,100243,BRANDON REGIONAL HOSPITAL,35,13,0.270833333,7,0.875,1,48,8
HILLSBOROUGH,100255,TAMPA COMMUNITY HOSPITAL- A CAMPUS OF MEMORIAL HOSPITAL OF TAMPA,0,0,0,0,0,0,0,0
HILLSBOROUGH,100259,SOUTH BAY HOSPITAL,8,0,0,0,0,0,8,0
HILLSBOROUGH,110009,H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE HOSPITAL,24,5,0.172413793,0,0,0,29,0
HILLSBOROUGH,23960100,ST JOSEPHS HOSPITAL NORTH,12,9,0.428571429,0,0,0,21,0
HILLSBOROUGH,23960105,ST JOSEPHS HOSPITAL SOUTH,15,9,0.375,0,0,0,24,0
HILLSBOROUGH,23960113,ST JOSEPHS HOSPITAL BEHAVIORAL HEALTH CENTER,0,0,0,0,0,0,0,0
HOLMES,100078,DOCTORS MEMORIAL HOSPITAL,0,0,0,0,0,0,0,0
INDIAN RIVER,100105,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,16,8,0.333333333,0,0,0,24,0
INDIAN RIVER,100217,STEWARD SEBASTIAN RIVER MEDICAL CENTER,4,3,0.428571429,0,0,0,7,0
INDIAN RIVER,110017,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TREASURE COAST,0,0,0,0,0,0,0,0
JACKSON,100138,CAMPBELLTON-GRACEVILLE HOSPITAL,0,0,0,0,0,0,0,0
JACKSON,100142,JACKSON HOSPITAL,4,4,0.5,0,0,0,8,0
LAKE,100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,14,2,0.125,0,0,0,16,0
LAKE,100057,ADVENTHEALTH WATERMAN,22,18,0.45,0,0,0,40,0
LAKE,100084,UF HEALTH LEESBURG HOSPITAL INC,36,12,0.25,0,0,0,48,0
LAKE,100214,UF HEALTH LEESBURG SENIOR BEHAVIORAL HEALTH CENTER,0,0,0,0,0,0,0,0
LAKE,104018,LIFESTREAM BEHAVIORAL CENTER,0,0,0,0,0,0,0,0
LEE,100012,LEE MEMORIAL HOSPITAL,25,7,0.21875,0,0,0,32,0
LEE,100107,LEHIGH REGIONAL MEDICAL CENTER,6,2,0.25,0,0,0,8,0
LEE,100220,GULF COAST MEDICAL CENTER LEE MEMORIAL HEALTH SYSTEM,21,15,0.416666667,0,0,0,36,0
LEE,100244,CAPE CORAL HOSPITAL,17,5,0.227272727,0,0,0,22,0
LEE,120005,HEALTHPARK MEDICAL CENTER,21,12,0.363636364,22,0.255813953,64,33,86
LEE,23960103,PARK ROYAL HOSPITAL,0,0,0,0,0,0,0,0
LEE,23960107,SELECT SPECIALTY HOSPITAL-FORT MYERS,5,1,0.166666667,0,0,0,6,0
LEON,100135,TALLAHASSEE MEMORIAL HOSPITAL,43,3,0.065217391,7,0.777777778,2,46,9
LEON,100254,CAPITAL REGIONAL MEDICAL CENTER,16,4,0.2,0,0,0,20,0
LEON,110021,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TALLAHASSEE,0,0,0,0,0,0,0,0
LEON,110044,EASTSIDE PSYCHIATRIC HOSPITAL,0,0,0,0,0,0,0,0
LEON,23960059,SELECT SPECIALTY HOSPITAL - TALLAHASSEE,6,0,0,0,0,0,6,0
MADISON,100004,MADISON COUNTY MEMORIAL HOSPITAL,0,0,0,0,0,0,0,0
MANATEE,100035,MANATEE MEMORIAL HOSPITAL,19,4,0.173913043,0,0,0,23,0
MANATEE,100213,BLAKE MEDICAL CENTER,35,3,0.078947368,0,0,0,38,0
MANATEE,110028,CENTERSTONE OF FLORIDA,0,0,0,0,0,0,0,0
MANATEE,110049,SUNCOAST BEHAVIORAL HEALTH CENTER,0,0,0,0,0,0,0,0
MANATEE,23960046,LAKEWOOD RANCH MEDICAL CENTER,7,2,0.222222222,0,0,0,9,0
MARION,100062,ADVENTHEALTH OCALA,17,0,0,0,0,0,17,0
MARION,100212,OCALA REGIONAL MEDICAL CENTER,41,7,0.145833333,0,0,0,48,0
MARION,23960039,WEST MARION COMMUNITY HOSPITAL,16,2,0.111111111,0,0,0,18,0
MARION,23960060,KINDRED HOSPITAL OCALA,0,0,0,0,0,0,0,0
MARION,23960073,THE VINES HOSPITAL,0,0,0,0,0,0,0,0
MARION,23960109,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA,0,0,0,0,0,0,0,0
MARTIN,100044,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,10,21,0.677419355,0,0,0,31,0
MARTIN,120009,CLEVELAND CLINIC MARTIN SOUTH HOSPITAL,2,6,0.75,0,0,0,8,0
MARTIN,23960112,ENCOMPASS HEALTH REHAB HOSPITAL AN AFFILIATE OF MARTIN HEALTH,0,0,0,0,0,0,0,0
MARTIN,23960125,CORAL SHORES BEHAVIORAL HEALTH,0,0,0,0,0,0,0,0
MIAMI-DADE,100008,BAPTIST HOSPITAL OF MIAMI,78,10,0.113636364,0,0,0,88,0
MIAMI-DADE,100009,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-UHEALTH TOWER,31,15,0.326086957,0,0,0,46,0
MIAMI-DADE,100020,DOCTORS HOSPITAL,12,6,0.333333333,0,0,0,18,0
MIAMI-DADE,100022,JACKSON MEMORIAL HOSPITAL,182,11,0.056994819,5,0.25,15,193,20
MIAMI-DADE,100029,NORTH SHORE MEDICAL CENTER,35,7,0.166666667,0,0,0,42,0
MIAMI-DADE,100034,MOUNT SINAI MEDICAL CENTER,49,40,0.449438202,0,0,0,89,0
MIAMI-DADE,100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,11,3,0.214285714,0,0,0,14,0
MIAMI-DADE,100053,HIALEAH HOSPITAL,18,3,0.142857143,0,0,0,21,0
MIAMI-DADE,100061,"MERCY HOSPITAL, A CAMPUS OF PLANTATION GENERAL HOSPITAL",23,22,0.488888889,0,0,0,45,0
MIAMI-DADE,100076,VARIETY CHILDREN'S HOSPITAL,0,0,0,0,0,0,0,0
MIAMI-DADE,100079,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPREHENSIVE,26,14,0.35,0,0,0,40,0
MIAMI-DADE,100114,JACKSON NORTH MEDICAL CENTER,20,4,0.166666667,0,0,0,24,0
MIAMI-DADE,100125,HOMESTEAD HOSPITAL,9,7,0.4375,0,0,0,16,0
MIAMI-DADE,100131,AVENTURA HOSPITAL AND MEDICAL CENTER,34,18,0.346153846,0,0,0,52,0
MIAMI-DADE,100152,KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES,5,1,0.166666667,0,0,0,6,0
MIAMI-DADE,100154,SOUTH MIAMI HOSPITAL,17,11,0.392857143,0,0,0,28,0
MIAMI-DADE,100165,WESTCHESTER GENERAL HOSPITAL,1,6,0.857142857,0,0,0,7,0
MIAMI-DADE,100181,LARKIN COMMUNITY HOSPITAL,6,2,0.25,0,0,0,8,0
MIAMI-DADE,100183,CORAL GABLES HOSPITAL,13,3,0.1875,0,0,0,16,0
MIAMI-DADE,100187,PALMETTO GENERAL HOSPITAL,34,17,0.333333333,0,0,0,51,0
MIAMI-DADE,100197,DOUGLAS GARDENS HOSPITAL,0,0,0,0,0,0,0,0
MIAMI-DADE,100208,JACKSON SOUTH MEDICAL CENTER,43,0,0,0,0,0,43,0
MIAMI-DADE,100209,KENDALL REGIONAL MEDICAL CENTER,52,22,0.297297297,2,0.25,6,74,8
MIAMI-DADE,100240,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-BASCOM PALMER EYE INST,0,0,0,0,0,0,0,0
MIAMI-DADE,103004,ST CATHERINE'S REHABILITATION HOSPITAL,0,0,0,0,0,0,0,0
MIAMI-DADE,103038,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI,0,0,0,0,0,0,0,0
MIAMI-DADE,110040,SOUTHERN WINDS,0,0,0,0,0,0,0,0
MIAMI-DADE,110041,WEST GABLES REHABILITATION HOSPITAL,0,0,0,0,0,0,0,0
MIAMI-DADE,110199,NICKLAUS CHILDREN'S HOSPITAL,0,0,0,39,0.443181818,49,0,88
MIAMI-DADE,120014,SOUTH FLORIDA EVALUATION AND TREATMENT CENTER,0,0,0,0,0,0,0,0
MIAMI-DADE,23960028,SELECT SPECIALTY HOSPITAL-MIAMI,5,0,0,0,0,0,5,0
MIAMI-DADE,23960064,WEST KENDALL BAPTIST HOSPITAL,11,1,0.083333333,0,0,0,12,0
MIAMI-DADE,23960094,SELECT SPECIALTY HOSPITAL-MIAMI LAKES,8,0,0,0,0,0,8,0
MIAMI-DADE,23960097,ST CATHERINE'S WEST REHABILITATION HOSPITAL,0,0,0,0,0,0,0,0
MONROE,100024,FISHERMEN'S COMMUNITY HOSPITAL,0,0,0,0,0,0,0,0
MONROE,100150,DEPOO HOSPITAL,0,0,0,0,0,0,0,0
MONROE,100160,MARINERS HOSPITAL,4,0,0,0,0,0,4,0
MONROE,100195,LOWER KEYS MEDICAL CENTER,3,6,0.666666667,0,0,0,9,0
NASSAU,100140,BAPTIST MEDICAL CENTER NASSAU,7,1,0.125,0,0,0,8,0
OKALOOSA,100054,TWIN CITIES HOSPITAL,8,0,0,0,0,0,8,0
OKALOOSA,100122,NORTH OKALOOSA MEDICAL CENTER,16,4,0.2,0,0,0,20,0
OKALOOSA,100223,FORT WALTON BEACH MEDICAL CENTER,24,2,0.076923077,0,0,0,26,0
OKALOOSA,111520,GULF COAST TREATMENT CENTER,0,0,0,0,0,0,0,0
OKALOOSA,23960106,"REHABILITATION INSTITUTE OF NORTHWEST FLORIDA, THE",0,0,0,0,0,0,0,0
OKEECHOBEE,100252,RAULERSON HOSPITAL,5,3,0.375,0,0,0,8,0
ORANGE,100006,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,54,22,0.289473684,0,0,0,76,0
