County,FileNumber,ProviderName,Available,Available Capacity,Bed Census,Total Staffed Bed Capacity
All,All,All,"13,243",0.218737096,"47,300","60,543"
ALACHUA,100113,UF HEALTH SHANDS HOSPITAL,159,0.153474903,877,"1,036"
ALACHUA,100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,66,0.155660377,358,424
ALACHUA,110025,UF HEALTH REHAB HOSPITAL,9,0.18,41,50
ALACHUA,120011,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,21,0.25,63,84
ALACHUA,23960071,SELECT SPECIALTY HOSPITAL GAINESVILLE,5,0.104166667,43,48
BAKER,100134,ED FRASER MEMORIAL HOSPITAL,9,0.75,3,12
BAKER,104007,NORTHEAST FLORIDA STATE HOSPITAL,506,0.825448613,107,613
BAY,100026,ASCENSION SACRED HEART BAY,40,0.240963855,126,166
BAY,100242,GULF COAST REGIONAL MEDICAL CENTER,36,0.152542373,200,236
BAY,110034,EMERALD COAST BEHAVIORAL HOSPITAL,25,0.290697674,61,86
BAY,23960013,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,13,0.232142857,43,56
BAY,23960045,SELECT SPECIALTY HOSPITAL - PANAMA CITY,28,0.933333333,2,30
BRADFORD,100103,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,5,0.5,5,10
BREVARD,100019,HOLMES REGIONAL MEDICAL CENTER,91,0.179841897,415,506
BREVARD,100028,PARRISH MEDICAL CENTER,37,0.241830065,116,153
BREVARD,100092,ROCKLEDGE REGIONAL MEDICAL CENTER,34,0.193181818,142,176
BREVARD,100177,CAPE CANAVERAL HOSPITAL,58,0.446153846,72,130
BREVARD,104024,"CIRCLES OF CARE, INC",20,0.384615385,32,52
BREVARD,110027,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,1,0.016393443,60,61
BREVARD,110036,DEVEREUX FLORIDA,0,0,100,100
BREVARD,120007,PALM BAY HOSPITAL,27,0.226890756,92,119
BREVARD,23960034,MELBOURNE REGIONAL MEDICAL CENTER,48,0.457142857,57,105
BREVARD,23960090,KINDRED HOSPITAL MELBOURNE,20,0.333333333,40,60
BREVARD,23960092,VIERA HOSPITAL,13,0.166666667,65,78
BREVARD,23960153,PALM POINT BEHAVIORAL HEALTH,18,0.409090909,26,44
BROWARD,100038,MEMORIAL REGIONAL HOSPITAL,153,0.193181818,639,792
BROWARD,100039,BROWARD HEALTH MEDICAL CENTER,24,0.054669704,415,439
BROWARD,100042,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,39,0.327731092,80,119
BROWARD,100056,CLEVELAND CLINIC HOSPITAL,21,0.091304348,209,230
BROWARD,100073,HOLY CROSS HOSPITAL,119,0.341954023,229,348
BROWARD,100086,BROWARD HEALTH NORTH,8,0.031007752,250,258
BROWARD,100120,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,12,0.222222222,42,54
BROWARD,100167,PLANTATION GENERAL HOSPITAL,107,0.405303030,157,264
BROWARD,100189,NORTHWEST MEDICAL CENTER,63,0.221052632,222,285
BROWARD,100200,BROWARD HEALTH IMPERIAL POINT,37,0.272058824,99,136
BROWARD,100210,FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE,37,0.184079602,164,201
BROWARD,100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,138,0.435331230,179,317
BROWARD,100225,MEMORIAL REGIONAL HOSPITAL SOUTH,10,0.084033613,109,119
BROWARD,100228,WESTSIDE REGIONAL MEDICAL CENTER,32,0.128,218,250
BROWARD,100230,MEMORIAL HOSPITAL PEMBROKE,5,0.029239766,166,171
BROWARD,103027,ST ANTHONY'S REHABILITATION HOSPITAL,14,0.538461538,12,26
BROWARD,103028,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE,32,0.290909091,78,110
BROWARD,104001,SOUTH FLORIDA STATE HOSPITAL,0,0,298,298
BROWARD,104015,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES,9,0.225,31,40
BROWARD,104026,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,2,0.021276596,92,94
BROWARD,110019,BROWARD HEALTH CORAL SPRINGS,12,0.064864865,173,185
BROWARD,111527,MEMORIAL HOSPITAL WEST,42,0.095022624,400,442
BROWARD,23960050,MEMORIAL HOSPITAL MIRAMAR,29,0.137440758,182,211
CALHOUN,100112,CALHOUN-LIBERTY HOSPITAL,3,0.3,7,10
CHARLOTTE,100047,BAYFRONT HEALTH PUNTA GORDA,97,0.412765957,138,235
CHARLOTTE,100077,BAYFRONT HEALTH PORT CHARLOTTE,55,0.247747748,167,222
CHARLOTTE,100236,FAWCETT MEMORIAL HOSPITAL,115,0.454545455,138,253
CITRUS,100023,CITRUS MEMORIAL HOSPITAL,48,0.235294118,156,204
CITRUS,100249,BAYFRONT HEALTH SEVEN RIVERS,36,0.285714286,90,126
CLAY,100016,KINDRED HOSPITAL-NORTH FLORIDA,19,0.333333333,38,57
CLAY,100226,ORANGE PARK MEDICAL CENTER,39,0.102902375,340,379
CLAY,23960117,ASCENSION ST VINCENT'S CLAY COUNTY,15,0.141509434,91,106
COLLIER,100018,NAPLES COMMUNITY HOSPITAL,39,0.130872483,259,298
COLLIER,110043,"WILLOUGH AT NAPLES, THE",38,0.452380952,46,84
COLLIER,120006,NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS,35,0.124113475,247,282
COLLIER,23960025,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,2,0.019047619,103,105
COLLIER,23960057,PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER,40,0.4,60,100
COLLIER,23960116,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,20,0.416666667,28,48
COLUMBIA,100102,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,17,0.548387097,14,31
COLUMBIA,100156,LAKE CITY MEDICAL CENTER,10,0.109890110,81,91
DESOTO,100175,DESOTO MEMORIAL HOSPITAL,21,0.381818182,34,55
DUVAL,100001,UF HEALTH JACKSONVILLE,125,0.207296849,478,603
DUVAL,100040,ASCENSION ST VINCENT'S RIVERSIDE,160,0.308880309,358,518
DUVAL,100088,BAPTIST MEDICAL CENTER JACKSONVILLE,42,0.077634011,499,541
DUVAL,100117,BAPTIST MEDICAL CENTER - BEACHES,40,0.217391304,144,184
DUVAL,100151,MAYO CLINIC,23,0.075409836,282,305
DUVAL,100179,MEMORIAL HOSPITAL JACKSONVILLE,175,0.350701403,324,499
DUVAL,100184,BROOKS REHABILITATION HOSPITAL,11,0.079136691,128,139
DUVAL,100196,CURAHEALTH JACKSONVILLE LLC,2,0.090909091,20,22
DUVAL,104016,RIVER POINT BEHAVIORAL HEALTH,33,0.392857143,51,84
DUVAL,23960052,BAPTIST MEDICAL CENTER SOUTH,64,0.171581769,309,373
DUVAL,23960061,WEKIVA SPRINGS,53,0.430894309,70,123
DUVAL,23960088,ASCENSION ST VINCENT'S SOUTHSIDE,114,0.465306122,131,245
DUVAL,23960123,UF HEALTH NORTH,8,0.086956522,84,92
DUVAL,23960157,WOLFSON CHILDREN'S HOSPITAL,57,0.272727273,152,209
ESCAMBIA,100025,ASCENSION SACRED HEART PENSACOLA,96,0.194726166,397,493
ESCAMBIA,100093,BAPTIST HOSPITAL,87,0.239010989,277,364
ESCAMBIA,100231,WEST FLORIDA HOSPITAL,120,0.290556901,293,413
ESCAMBIA,23960076,SELECT SPECIALTY HOSPITAL PENSACOLA,4,0.053333333,71,75
FLAGLER,100118,ADVENTHEALTH PALM COAST,14,0.141414141,85,99
FRANKLIN,100153,GEORGE E WEEMS MEMORIAL HOSPITAL,15,1,0,15
GADSDEN,100159,"CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS",0,0,0,0
GADSDEN,104000,FLORIDA STATE HOSPITAL,0,0,0,0
GULF,23960084,ASCENSION SACRED HEART GULF,13,0.619047619,8,21
HARDEE,100282,ADVENTHEALTH WAUCHULA,1,0.04,24,25
HENDRY,100098,HENDRY REGIONAL MEDICAL CENTER,13,0.448275862,16,29
HERNANDO,100071,BAYFRONT HEALTH BROOKSVILLE,53,0.417322835,74,127
HERNANDO,100264,OAK HILL HOSPITAL,70,0.2,280,350
HERNANDO,110054,SPRINGBROOK HOSPITAL,0,0,66,66
HERNANDO,111525,BAYFRONT HEALTH SPRING HILL,64,0.516129032,60,124
HERNANDO,23960042,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL,17,0.2125,63,80
HIGHLANDS,100049,HIGHLANDS REGIONAL MEDICAL CENTER,21,0.323076923,44,65
HIGHLANDS,100109,ADVENTHEALTH SEBRING,16,0.093567251,155,171
HIGHLANDS,120013,ADVENTHEALTH LAKE PLACID,4,0.2,16,20
HILLSBOROUGH,100069,ADVENTHEALTH CARROLLWOOD,10,0.105263158,85,95
HILLSBOROUGH,100075,ST JOSEPHS HOSPITAL,54,0.078147612,637,691
HILLSBOROUGH,100115,KINDRED HOSPITAL-BAY AREA-TAMPA,18,0.246575342,55,73
HILLSBOROUGH,100128,TAMPA GENERAL HOSPITAL,201,0.195525292,827,"1,028"
HILLSBOROUGH,100132,SOUTH FLORIDA BAPTIST HOSPITAL,8,0.071428571,104,112
HILLSBOROUGH,100143,KINDRED HOSPITAL-CENTRAL TAMPA,23,0.232323232,76,99
HILLSBOROUGH,100173,ADVENTHEALTH TAMPA,119,0.222014925,417,536
HILLSBOROUGH,100206,MEMORIAL HOSPITAL OF TAMPA,10,0.093457944,97,107
HILLSBOROUGH,100243,BRANDON REGIONAL HOSPITAL,106,0.219008264,378,484
HILLSBOROUGH,100255,TAMPA COMMUNITY HOSPITAL- A CAMPUS OF MEMORIAL HOSPITAL OF TAMPA,5,0.151515152,28,33
HILLSBOROUGH,100259,SOUTH BAY HOSPITAL,84,0.6,56,140
HILLSBOROUGH,110009,H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE HOSPITAL,36,0.141732283,218,254
HILLSBOROUGH,23960100,ST JOSEPHS HOSPITAL NORTH,16,0.126984127,110,126
HILLSBOROUGH,23960105,ST JOSEPHS HOSPITAL SOUTH,10,0.065359477,143,153
HILLSBOROUGH,23960113,ST JOSEPHS HOSPITAL BEHAVIORAL HEALTH CENTER,1,0.016666667,59,60
HOLMES,100078,DOCTORS MEMORIAL HOSPITAL,6,0.3,14,20
INDIAN RIVER,100105,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,105,0.337620579,206,311
INDIAN RIVER,100217,STEWARD SEBASTIAN RIVER MEDICAL CENTER,12,0.141176471,73,85
INDIAN RIVER,110017,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TREASURE COAST,15,0.230769231,50,65
JACKSON,100138,CAMPBELLTON-GRACEVILLE HOSPITAL,0,0,0,0
JACKSON,100142,JACKSON HOSPITAL,21,0.221052632,74,95
LAKE,100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,17,0.077981651,201,218
LAKE,100057,ADVENTHEALTH WATERMAN,74,0.246666667,226,300
LAKE,100084,UF HEALTH LEESBURG HOSPITAL,71,0.213855422,261,332
LAKE,100214,UF HEALTH LEESBURG SENIOR BEHAVIORAL HEALTH CENTER,14,0.666666667,7,21
LAKE,104018,LIFESTREAM BEHAVIORAL CENTER,2,0.043478261,44,46
LEE,100012,LEE MEMORIAL HOSPITAL,30,0.084985836,323,353
LEE,100107,LEHIGH REGIONAL MEDICAL CENTER,11,0.255813953,32,43
LEE,100220,GULF COAST MEDICAL CENTER LEE MEMORIAL HEALTH SYSTEM,65,0.139784946,400,465
LEE,100244,CAPE CORAL HOSPITAL,24,0.083916084,262,286
LEE,120005,HEALTHPARK MEDICAL CENTER,98,0.209850107,369,467
LEE,23960103,PARK ROYAL HOSPITAL,18,0.157894737,96,114
LEE,23960107,SELECT SPECIALTY HOSPITAL-FORT MYERS,24,0.4,36,60
LEON,100135,TALLAHASSEE MEMORIAL HOSPITAL,81,0.166324435,406,487
LEON,100254,CAPITAL REGIONAL MEDICAL CENTER,63,0.233333333,207,270
LEON,110021,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TALLAHASSEE,18,0.3,42,60
LEON,110044,EASTSIDE PSYCHIATRIC HOSPITAL,13,0.40625,19,32
LEON,23960059,SELECT SPECIALTY HOSPITAL - TALLAHASSEE,10,0.208333333,38,48
MADISON,100004,MADISON COUNTY MEMORIAL HOSPITAL,8,0.533333333,7,15
MANATEE,100035,MANATEE MEMORIAL HOSPITAL,27,0.087947883,280,307
MANATEE,100213,BLAKE MEDICAL CENTER,28,0.092715232,274,302
MANATEE,110028,CENTERSTONE OF FLORIDA,8,0.242424242,25,33
MANATEE,110049,SUNCOAST BEHAVIORAL HEALTH CENTER,23,0.383333333,37,60
MANATEE,23960046,LAKEWOOD RANCH MEDICAL CENTER,15,0.138888889,93,108
MARION,100062,ADVENTHEALTH OCALA,13,0.046931408,264,277
MARION,100212,OCALA REGIONAL MEDICAL CENTER,5,0.01953125,251,256
MARION,23960039,WEST MARION COMMUNITY HOSPITAL,45,0.241935484,141,186
MARION,23960060,KINDRED HOSPITAL OCALA,0,0,17,17
MARION,23960073,THE VINES HOSPITAL,43,0.438775510,55,98
MARION,23960109,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA,30,0.428571429,40,70
MARTIN,100044,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,113,0.459349593,133,246
MARTIN,120009,CLEVELAND CLINIC MARTIN SOUTH HOSPITAL,51,0.51,49,100
MARTIN,23960112,ENCOMPASS HEALTH REHAB HOSPITAL AN AFFILIATE OF MARTIN HEALTH,0,0,64,64
MARTIN,23960125,CORAL SHORES BEHAVIORAL HEALTH,59,0.7375,21,80
MIAMI-DADE,100008,BAPTIST HOSPITAL OF MIAMI,125,0.162972621,642,767
MIAMI-DADE,100009,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-UHEALTH TOWER,27,0.0703125,357,384
MIAMI-DADE,100020,DOCTORS HOSPITAL,5,0.037593985,128,133
MIAMI-DADE,100022,JACKSON MEMORIAL HOSPITAL,438,0.245103525,"1,349","1,787"
MIAMI-DADE,100029,NORTH SHORE MEDICAL CENTER,36,0.120401338,263,299
MIAMI-DADE,100034,MOUNT SINAI MEDICAL CENTER,136,0.25,408,544
MIAMI-DADE,100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,33,0.177419355,153,186
MIAMI-DADE,100053,HIALEAH HOSPITAL,46,0.175572519,216,262
MIAMI-DADE,100061,"MERCY HOSPITAL, A CAMPUS OF PLANTATION GENERAL HOSPITAL",155,0.326315789,320,475
MIAMI-DADE,100076,VARIETY CHILDREN'S HOSPITAL,0,0,0,0
MIAMI-DADE,100079,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPREHENSIVE,6,0.15,34,40
MIAMI-DADE,100114,JACKSON NORTH MEDICAL CENTER,45,0.151515152,252,297
MIAMI-DADE,100125,HOMESTEAD HOSPITAL,19,0.122580645,136,155
MIAMI-DADE,100131,AVENTURA HOSPITAL AND MEDICAL CENTER,53,0.131840796,349,402
MIAMI-DADE,100152,KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES,6,0.098360656,55,61
MIAMI-DADE,100154,SOUTH MIAMI HOSPITAL,88,0.197752809,357,445
MIAMI-DADE,100165,WESTCHESTER GENERAL HOSPITAL,18,0.206896552,69,87
MIAMI-DADE,100181,LARKIN COMMUNITY HOSPITAL,25,0.204918033,97,122
MIAMI-DADE,100183,CORAL GABLES HOSPITAL,8,0.062992126,119,127
MIAMI-DADE,100187,PALMETTO GENERAL HOSPITAL,127,0.342318059,244,371
MIAMI-DADE,100197,DOUGLAS GARDENS HOSPITAL,13,0.40625,19,32
MIAMI-DADE,100208,JACKSON SOUTH MEDICAL CENTER,36,0.144578313,213,249
MIAMI-DADE,100209,KENDALL REGIONAL MEDICAL CENTER,68,0.153498871,375,443
MIAMI-DADE,100240,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-BASCOM PALMER EYE INST,0,0,0,0
MIAMI-DADE,103004,ST CATHERINE'S REHABILITATION HOSPITAL,14,0.636363636,8,22
MIAMI-DADE,103038,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI,32,0.533333333,28,60
MIAMI-DADE,110040,SOUTHERN WINDS,1,0.013888889,71,72
MIAMI-DADE,110041,WEST GABLES REHABILITATION HOSPITAL,0,0,55,55
MIAMI-DADE,110199,NICKLAUS CHILDREN'S HOSPITAL,107,0.380782918,174,281
MIAMI-DADE,120014,SOUTH FLORIDA EVALUATION AND TREATMENT CENTER,0,0,191,191
MIAMI-DADE,23960028,SELECT SPECIALTY HOSPITAL-MIAMI,5,0.106382979,42,47
MIAMI-DADE,23960064,WEST KENDALL BAPTIST HOSPITAL,4,0.026845638,145,149
MIAMI-DADE,23960094,SELECT SPECIALTY HOSPITAL-MIAMI LAKES,0,0,60,60
MIAMI-DADE,23960097,ST CATHERINE'S WEST REHABILITATION HOSPITAL,19,0.475,21,40
MONROE,100024,FISHERMEN'S COMMUNITY HOSPITAL,4,1,0,4
MONROE,100150,DEPOO HOSPITAL,8,0.347826087,15,23
MONROE,100160,MARINERS HOSPITAL,8,0.32,17,25
MONROE,100195,LOWER KEYS MEDICAL CENTER,6,0.088235294,62,68
NASSAU,100140,BAPTIST MEDICAL CENTER NASSAU,38,0.441860465,48,86
OKALOOSA,100054,TWIN CITIES HOSPITAL,4,0.093023256,39,43
OKALOOSA,100122,NORTH OKALOOSA MEDICAL CENTER,42,0.371681416,71,113
OKALOOSA,100223,FORT WALTON BEACH MEDICAL CENTER,15,0.063291139,222,237
OKALOOSA,111520,GULF COAST TREATMENT CENTER,0,0,28,28
OKALOOSA,23960106,"REHABILITATION INSTITUTE OF NORTHWEST FLORIDA, THE",16,0.533333333,14,30
