County,FileNumber,ProviderName,Adult ICU Census,Available Adult ICU,Available Adult ICU%,Available Pediatric ICU,Available Pediatric ICU%,Pediatric ICU Census,Total AdultICU Capacity,Total PediatricICU Capacity
All,All,All,"4,715","1,347",0.222203893,236,0.350148368,438,"6,062",674
ALACHUA,100113,UF HEALTH SHANDS HOSPITAL,243,17,0.065384615,4,0.085106383,43,260,47
ALACHUA,100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,41,7,0.145833333,0,0,0,48,0
ALACHUA,110025,UF HEALTH REHAB HOSPITAL,0,0,0,0,0,0,0,0
ALACHUA,120011,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,0,0,0,0,0,0,0,0
ALACHUA,23960071,SELECT SPECIALTY HOSPITAL GAINESVILLE,0,0,0,0,0,0,0,0
BAKER,100134,ED FRASER MEMORIAL HOSPITAL,0,0,0,0,0,0,0,0
BAKER,104007,NORTHEAST FLORIDA STATE HOSPITAL,0,0,0,0,0,0,0,0
BAY,100026,ASCENSION SACRED HEART BAY,34,10,0.227272727,0,0,0,44,0
BAY,100242,GULF COAST REGIONAL MEDICAL CENTER,20,0,0,3,0.75,1,20,4
BAY,110034,EMERALD COAST BEHAVIORAL HOSPITAL,0,0,0,0,0,0,0,0
BAY,23960013,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,0,0,0,0,0,0,0,0
BAY,23960045,SELECT SPECIALTY HOSPITAL - PANAMA CITY,0,0,0,0,0,0,0,0
BRADFORD,100103,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,0,0,0,0,0,0,0,0
BREVARD,100019,HOLMES REGIONAL MEDICAL CENTER,56,2,0.034482759,0,0,0,58,0
BREVARD,100028,PARRISH MEDICAL CENTER,6,6,0.5,0,0,0,12,0
BREVARD,100092,ROCKLEDGE REGIONAL MEDICAL CENTER,21,10,0.322580645,0,0,0,31,0
BREVARD,100177,CAPE CANAVERAL HOSPITAL,10,2,0.166666667,0,0,0,12,0
BREVARD,104024,"CIRCLES OF CARE, INC",0,0,0,0,0,0,0,0
BREVARD,110027,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,0,0,0,0,0,0,0,0
BREVARD,110036,DEVEREUX FLORIDA,0,0,0,0,0,0,0,0
BREVARD,120007,PALM BAY HOSPITAL,8,4,0.333333333,0,0,0,12,0
BREVARD,23960034,MELBOURNE REGIONAL MEDICAL CENTER,7,5,0.416666667,0,0,0,12,0
BREVARD,23960090,KINDRED HOSPITAL MELBOURNE,7,1,0.125,0,0,0,8,0
BREVARD,23960092,VIERA HOSPITAL,18,2,0.1,0,0,0,20,0
BREVARD,23960153,PALM POINT BEHAVIORAL HEALTH,0,0,0,0,0,0,0,0
BROWARD,100038,MEMORIAL REGIONAL HOSPITAL,49,22,0.309859155,12,0.235294118,39,71,51
BROWARD,100039,BROWARD HEALTH MEDICAL CENTER,40,0,0,1,0.1,9,40,10
BROWARD,100042,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,7,1,0.125,0,0,0,8,0
BROWARD,100056,CLEVELAND CLINIC HOSPITAL,39,9,0.1875,0,0,0,48,0
BROWARD,100073,HOLY CROSS HOSPITAL,37,5,0.119047619,10,0.833333333,2,42,12
BROWARD,100086,BROWARD HEALTH NORTH,25,2,0.074074074,0,0,0,27,0
BROWARD,100120,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,6,2,0.25,0,0,0,8,0
BROWARD,100167,PLANTATION GENERAL HOSPITAL,13,7,0.35,6,0.75,2,20,8
BROWARD,100189,NORTHWEST MEDICAL CENTER,11,19,0.633333333,0,0,0,30,0
BROWARD,100200,BROWARD HEALTH IMPERIAL POINT,10,0,0,0,0,0,10,0
BROWARD,100210,FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE,19,17,0.472222222,0,0,0,36,0
BROWARD,100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,8,7,0.466666667,0,0,0,15,0
BROWARD,100225,MEMORIAL REGIONAL HOSPITAL SOUTH,0,0,0,0,0,0,0,0
BROWARD,100228,WESTSIDE REGIONAL MEDICAL CENTER,22,10,0.3125,0,0,0,32,0
BROWARD,100230,MEMORIAL HOSPITAL PEMBROKE,10,1,0.090909091,0,0,0,11,0
BROWARD,103027,ST ANTHONY'S REHABILITATION HOSPITAL,0,0,0,0,0,0,0,0
BROWARD,103028,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE,0,0,0,0,0,0,0,0
BROWARD,104001,SOUTH FLORIDA STATE HOSPITAL,0,0,0,0,0,0,0,0
BROWARD,104015,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES,0,0,0,0,0,0,0,0
BROWARD,104026,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,0,0,0,0,0,0,0,0
BROWARD,110019,BROWARD HEALTH CORAL SPRINGS,12,2,0.142857143,0,0,2,14,2
BROWARD,111527,MEMORIAL HOSPITAL WEST,27,0,0,0,0,0,27,0
BROWARD,23960050,MEMORIAL HOSPITAL MIRAMAR,10,8,0.444444444,0,0,0,18,0
CALHOUN,100112,CALHOUN-LIBERTY HOSPITAL,0,0,0,0,0,0,0,0
CHARLOTTE,100047,BAYFRONT HEALTH PUNTA GORDA,9,2,0.181818182,0,0,0,11,0
CHARLOTTE,100077,BAYFRONT HEALTH PORT CHARLOTTE,16,3,0.157894737,0,0,0,19,0
CHARLOTTE,100236,FAWCETT MEMORIAL HOSPITAL,19,0,0,0,0,0,19,0
CITRUS,100023,CITRUS MEMORIAL HOSPITAL,17,7,0.291666667,0,0,0,24,0
CITRUS,100249,BAYFRONT HEALTH SEVEN RIVERS,16,0,0,0,0,0,16,0
CLAY,100016,KINDRED HOSPITAL-NORTH FLORIDA,6,0,0,0,0,0,6,0
CLAY,100226,ORANGE PARK MEDICAL CENTER,24,4,0.142857143,2,0.5,2,28,4
CLAY,23960117,ASCENSION ST VINCENT'S CLAY COUNTY,8,8,0.5,0,0,0,16,0
COLLIER,100018,NAPLES COMMUNITY HOSPITAL,14,17,0.548387097,0,0,0,31,0
COLLIER,110043,"WILLOUGH AT NAPLES, THE",0,0,0,0,0,0,0,0
COLLIER,120006,NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS,3,13,0.8125,0,0,0,16,0
COLLIER,23960025,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,14,2,0.125,0,0,0,16,0
COLLIER,23960057,PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER,5,7,0.583333333,0,0,0,12,0
COLLIER,23960116,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,8,2,0.2,0,0,0,10,0
COLUMBIA,100156,LAKE CITY MEDICAL CENTER,12,1,0.076923077,0,0,0,13,0
DESOTO,100175,DESOTO MEMORIAL HOSPITAL,5,3,0.375,0,0,0,8,0
DUVAL,100001,UF HEALTH JACKSONVILLE,82,18,0.18,5,0.625,3,100,8
DUVAL,100040,ASCENSION ST VINCENT'S RIVERSIDE,38,30,0.441176471,0,0,0,68,0
DUVAL,100088,BAPTIST MEDICAL CENTER JACKSONVILLE,60,12,0.166666667,0,0,0,72,0
DUVAL,100117,BAPTIST MEDICAL CENTER - BEACHES,18,6,0.25,0,0,0,24,0
DUVAL,100151,MAYO CLINIC,48,6,0.111111111,0,0,0,54,0
DUVAL,100179,MEMORIAL HOSPITAL JACKSONVILLE,35,7,0.166666667,0,0,0,42,0
DUVAL,100184,BROOKS REHABILITATION HOSPITAL,0,0,0,0,0,0,0,0
DUVAL,100196,CURAHEALTH JACKSONVILLE LLC,0,0,0,0,0,0,0,0
DUVAL,104016,RIVER POINT BEHAVIORAL HEALTH,0,0,0,0,0,0,0,0
DUVAL,23960052,BAPTIST MEDICAL CENTER SOUTH,27,8,0.228571429,0,0,0,35,0
DUVAL,23960061,WEKIVA SPRINGS,0,0,0,0,0,0,0,0
DUVAL,23960088,ASCENSION ST VINCENT'S SOUTHSIDE,11,7,0.388888889,0,0,0,18,0
DUVAL,23960123,UF HEALTH NORTH,23,1,0.041666667,0,0,0,24,0
DUVAL,23960157,WOLFSON CHILDREN'S HOSPITAL,0,0,0,9,0.28125,23,0,32
ESCAMBIA,100025,ASCENSION SACRED HEART PENSACOLA,41,10,0.196078431,3,0.3,7,51,10
ESCAMBIA,100093,BAPTIST HOSPITAL,40,8,0.166666667,0,0,0,48,0
