County,FileNumber,ProviderName,Available,Available Capacity,Bed Census,Total Staffed Bed Capacity
All,All,All,"14,300",0.234207380,"46,757","61,057"
ALACHUA,100113,UF HEALTH SHANDS HOSPITAL,149,0.142447419,897,"1,046"
ALACHUA,100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,72,0.149068323,411,483
ALACHUA,110025,UF HEALTH REHAB HOSPITAL,13,0.216666667,47,60
ALACHUA,120011,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,33,0.407407407,48,81
ALACHUA,23960071,SELECT SPECIALTY HOSPITAL GAINESVILLE,1,0.020833333,47,48
BAKER,100134,ED FRASER MEMORIAL HOSPITAL,10,0.833333333,2,12
BAKER,104007,NORTHEAST FLORIDA STATE HOSPITAL,131,0.213703100,482,613
BAY,100026,ASCENSION SACRED HEART BAY,15,0.107913669,124,139
BAY,100242,GULF COAST REGIONAL MEDICAL CENTER,31,0.128099174,211,242
BAY,110034,EMERALD COAST BEHAVIORAL HOSPITAL,22,0.255813953,64,86
BAY,23960013,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,18,0.321428571,38,56
BAY,23960045,SELECT SPECIALTY HOSPITAL - PANAMA CITY,16,0.533333333,14,30
BRADFORD,100103,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,5,0.5,5,10
BREVARD,100019,HOLMES REGIONAL MEDICAL CENTER,73,0.144268775,433,506
BREVARD,100028,PARRISH MEDICAL CENTER,53,0.299435028,124,177
BREVARD,100092,ROCKLEDGE REGIONAL MEDICAL CENTER,37,0.2,148,185
BREVARD,100177,CAPE CANAVERAL HOSPITAL,52,0.371428571,88,140
BREVARD,104024,"CIRCLES OF CARE, INC",20,0.384615385,32,52
BREVARD,110027,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,1,0.025,39,40
BREVARD,110036,DEVEREUX FLORIDA,0,0,100,100
BREVARD,120007,PALM BAY HOSPITAL,33,0.286956522,82,115
BREVARD,23960034,MELBOURNE REGIONAL MEDICAL CENTER,65,0.619047619,40,105
BREVARD,23960090,KINDRED HOSPITAL MELBOURNE,6,0.1,54,60
BREVARD,23960092,VIERA HOSPITAL,13,0.154761905,71,84
BREVARD,23960153,PALM POINT BEHAVIORAL HEALTH,20,0.454545455,24,44
BROWARD,100038,MEMORIAL REGIONAL HOSPITAL,109,0.130852341,724,833
BROWARD,100039,BROWARD HEALTH MEDICAL CENTER,41,0.100737101,366,407
BROWARD,100042,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,39,0.327731092,80,119
BROWARD,100056,CLEVELAND CLINIC HOSPITAL,30,0.130434783,200,230
BROWARD,100073,HOLY CROSS HOSPITAL,132,0.379310345,216,348
BROWARD,100086,BROWARD HEALTH NORTH,2,0.008333333,238,240
BROWARD,100120,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,27,0.421875,37,64
BROWARD,100167,PLANTATION GENERAL HOSPITAL,111,0.420454545,153,264
BROWARD,100189,NORTHWEST MEDICAL CENTER,79,0.267796610,216,295
BROWARD,100200,BROWARD HEALTH IMPERIAL POINT,25,0.187969925,108,133
BROWARD,100210,FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE,20,0.105263158,170,190
BROWARD,100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,137,0.432176656,180,317
BROWARD,100225,MEMORIAL REGIONAL HOSPITAL SOUTH,41,0.414141414,58,99
BROWARD,100228,WESTSIDE REGIONAL MEDICAL CENTER,31,0.124,219,250
BROWARD,100230,MEMORIAL HOSPITAL PEMBROKE,27,0.149171271,154,181
BROWARD,103027,ST ANTHONY'S REHABILITATION HOSPITAL,16,0.615384615,10,26
BROWARD,103028,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE,17,0.154545455,93,110
BROWARD,104001,SOUTH FLORIDA STATE HOSPITAL,0,0,283,283
BROWARD,104015,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES,14,0.35,26,40
