County,FileNumber,Measure Names,ProviderName,Measure Values
ALACHUA,100113,Bed Census,UF HEALTH SHANDS HOSPITAL,897
ALACHUA,100113,Available,UF HEALTH SHANDS HOSPITAL,149
ALACHUA,100113,Available Capacity,UF HEALTH SHANDS HOSPITAL,0.142447419
ALACHUA,100113,Total Staffed Bed Capacity,UF HEALTH SHANDS HOSPITAL,"1,046"
ALACHUA,100204,Bed Census,NORTH FLORIDA REGIONAL MEDICAL CENTER,411
ALACHUA,100204,Available,NORTH FLORIDA REGIONAL MEDICAL CENTER,72
ALACHUA,100204,Available Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER,0.149068323
ALACHUA,100204,Total Staffed Bed Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER,483
ALACHUA,110025,Bed Census,UF HEALTH REHAB HOSPITAL,47
ALACHUA,110025,Available,UF HEALTH REHAB HOSPITAL,13
ALACHUA,110025,Available Capacity,UF HEALTH REHAB HOSPITAL,0.216666667
ALACHUA,110025,Total Staffed Bed Capacity,UF HEALTH REHAB HOSPITAL,60
ALACHUA,120011,Bed Census,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,48
ALACHUA,120011,Available,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,33
ALACHUA,120011,Available Capacity,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,0.407407407
ALACHUA,120011,Total Staffed Bed Capacity,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,81
ALACHUA,23960071,Bed Census,SELECT SPECIALTY HOSPITAL GAINESVILLE,47
ALACHUA,23960071,Available,SELECT SPECIALTY HOSPITAL GAINESVILLE,1
ALACHUA,23960071,Available Capacity,SELECT SPECIALTY HOSPITAL GAINESVILLE,0.020833333
ALACHUA,23960071,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL GAINESVILLE,48
BAKER,100134,Bed Census,ED FRASER MEMORIAL HOSPITAL,2
BAKER,100134,Available,ED FRASER MEMORIAL HOSPITAL,10
BAKER,100134,Available Capacity,ED FRASER MEMORIAL HOSPITAL,0.833333333
BAKER,100134,Total Staffed Bed Capacity,ED FRASER MEMORIAL HOSPITAL,12
BAKER,104007,Bed Census,NORTHEAST FLORIDA STATE HOSPITAL,482
BAKER,104007,Available,NORTHEAST FLORIDA STATE HOSPITAL,131
BAKER,104007,Available Capacity,NORTHEAST FLORIDA STATE HOSPITAL,0.213703100
BAKER,104007,Total Staffed Bed Capacity,NORTHEAST FLORIDA STATE HOSPITAL,613
BAY,100026,Bed Census,ASCENSION SACRED HEART BAY,124
BAY,100026,Available,ASCENSION SACRED HEART BAY,15
BAY,100026,Available Capacity,ASCENSION SACRED HEART BAY,0.107913669
