County,FileNumber,Measure Names,ProviderName,Measure Values
ALACHUA,100113,Bed Census,UF HEALTH SHANDS HOSPITAL,887
ALACHUA,100113,Available,UF HEALTH SHANDS HOSPITAL,161
ALACHUA,100113,Available Capacity,UF HEALTH SHANDS HOSPITAL,0.153625954
ALACHUA,100113,Total Staffed Bed Capacity,UF HEALTH SHANDS HOSPITAL,"1,048"
ALACHUA,100204,Bed Census,NORTH FLORIDA REGIONAL MEDICAL CENTER,428
ALACHUA,100204,Available,NORTH FLORIDA REGIONAL MEDICAL CENTER,57
ALACHUA,100204,Available Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER,0.117525773
ALACHUA,100204,Total Staffed Bed Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER,485
ALACHUA,110025,Bed Census,UF HEALTH REHAB HOSPITAL,52
ALACHUA,110025,Available,UF HEALTH REHAB HOSPITAL,8
ALACHUA,110025,Available Capacity,UF HEALTH REHAB HOSPITAL,0.133333333
ALACHUA,110025,Total Staffed Bed Capacity,UF HEALTH REHAB HOSPITAL,60
ALACHUA,120011,Bed Census,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,52
ALACHUA,120011,Available,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,29
ALACHUA,120011,Available Capacity,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,0.358024691
ALACHUA,120011,Total Staffed Bed Capacity,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,81
ALACHUA,23960071,Bed Census,SELECT SPECIALTY HOSPITAL GAINESVILLE,47
ALACHUA,23960071,Available,SELECT SPECIALTY HOSPITAL GAINESVILLE,1
ALACHUA,23960071,Available Capacity,SELECT SPECIALTY HOSPITAL GAINESVILLE,0.020833333
ALACHUA,23960071,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL GAINESVILLE,48
BAKER,100134,Bed Census,ED FRASER MEMORIAL HOSPITAL,8
BAKER,100134,Available,ED FRASER MEMORIAL HOSPITAL,4
BAKER,100134,Available Capacity,ED FRASER MEMORIAL HOSPITAL,0.333333333
BAKER,100134,Total Staffed Bed Capacity,ED FRASER MEMORIAL HOSPITAL,12
BAKER,104007,Bed Census,NORTHEAST FLORIDA STATE HOSPITAL,126
BAKER,104007,Available,NORTHEAST FLORIDA STATE HOSPITAL,487
BAKER,104007,Available Capacity,NORTHEAST FLORIDA STATE HOSPITAL,0.794453507
BAKER,104007,Total Staffed Bed Capacity,NORTHEAST FLORIDA STATE HOSPITAL,613
BAY,100026,Bed Census,ASCENSION SACRED HEART BAY,126
BAY,100026,Available,ASCENSION SACRED HEART BAY,33
BAY,100026,Available Capacity,ASCENSION SACRED HEART BAY,0.207547170
BAY,100026,Total Staffed Bed Capacity,ASCENSION SACRED HEART BAY,159
BAY,100242,Bed Census,GULF COAST REGIONAL MEDICAL CENTER,191
BAY,100242,Available,GULF COAST REGIONAL MEDICAL CENTER,43
BAY,100242,Available Capacity,GULF COAST REGIONAL MEDICAL CENTER,0.183760684
BAY,100242,Total Staffed Bed Capacity,GULF COAST REGIONAL MEDICAL CENTER,234
BAY,110034,Bed Census,EMERALD COAST BEHAVIORAL HOSPITAL,66
BAY,110034,Available,EMERALD COAST BEHAVIORAL HOSPITAL,20
BAY,110034,Available Capacity,EMERALD COAST BEHAVIORAL HOSPITAL,0.232558140
BAY,110034,Total Staffed Bed Capacity,EMERALD COAST BEHAVIORAL HOSPITAL,86
BAY,23960013,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,28
BAY,23960013,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,28
BAY,23960013,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,0.5
BAY,23960013,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,56
BAY,23960045,Bed Census,SELECT SPECIALTY HOSPITAL - PANAMA CITY,14
BAY,23960045,Available,SELECT SPECIALTY HOSPITAL - PANAMA CITY,16
BAY,23960045,Available Capacity,SELECT SPECIALTY HOSPITAL - PANAMA CITY,0.533333333
BAY,23960045,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL - PANAMA CITY,30
BRADFORD,100103,Bed Census,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,5
BRADFORD,100103,Available,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,5
BRADFORD,100103,Available Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,0.5
BRADFORD,100103,Total Staffed Bed Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,10
BREVARD,100019,Bed Census,HOLMES REGIONAL MEDICAL CENTER,419
BREVARD,100019,Available,HOLMES REGIONAL MEDICAL CENTER,87
BREVARD,100019,Available Capacity,HOLMES REGIONAL MEDICAL CENTER,0.171936759
BREVARD,100019,Total Staffed Bed Capacity,HOLMES REGIONAL MEDICAL CENTER,506
BREVARD,100028,Bed Census,PARRISH MEDICAL CENTER,106
BREVARD,100028,Available,PARRISH MEDICAL CENTER,73
BREVARD,100028,Available Capacity,PARRISH MEDICAL CENTER,0.407821229
BREVARD,100028,Total Staffed Bed Capacity,PARRISH MEDICAL CENTER,179
BREVARD,100092,Bed Census,ROCKLEDGE REGIONAL MEDICAL CENTER,149
BREVARD,100092,Available,ROCKLEDGE REGIONAL MEDICAL CENTER,39
BREVARD,100092,Available Capacity,ROCKLEDGE REGIONAL MEDICAL CENTER,0.207446809
BREVARD,100092,Total Staffed Bed Capacity,ROCKLEDGE REGIONAL MEDICAL CENTER,188
BREVARD,100177,Bed Census,CAPE CANAVERAL HOSPITAL,73
BREVARD,100177,Available,CAPE CANAVERAL HOSPITAL,67
BREVARD,100177,Available Capacity,CAPE CANAVERAL HOSPITAL,0.478571429
BREVARD,100177,Total Staffed Bed Capacity,CAPE CANAVERAL HOSPITAL,140
BREVARD,104024,Bed Census,"CIRCLES OF CARE, INC",32
BREVARD,104024,Available,"CIRCLES OF CARE, INC",20
BREVARD,104024,Available Capacity,"CIRCLES OF CARE, INC",0.384615385
BREVARD,104024,Total Staffed Bed Capacity,"CIRCLES OF CARE, INC",52
BREVARD,110027,Bed Census,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,52
BREVARD,110027,Available,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,3
BREVARD,110027,Available Capacity,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,0.054545455
BREVARD,110027,Total Staffed Bed Capacity,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,55
BREVARD,110036,Bed Census,DEVEREUX FLORIDA,100
BREVARD,110036,Available,DEVEREUX FLORIDA,0
BREVARD,110036,Available Capacity,DEVEREUX FLORIDA,0
BREVARD,110036,Total Staffed Bed Capacity,DEVEREUX FLORIDA,100
BREVARD,120007,Bed Census,PALM BAY HOSPITAL,109
BREVARD,120007,Available,PALM BAY HOSPITAL,6
BREVARD,120007,Available Capacity,PALM BAY HOSPITAL,0.052173913
BREVARD,120007,Total Staffed Bed Capacity,PALM BAY HOSPITAL,115
BREVARD,23960034,Bed Census,MELBOURNE REGIONAL MEDICAL CENTER,43
BREVARD,23960034,Available,MELBOURNE REGIONAL MEDICAL CENTER,62
BREVARD,23960034,Available Capacity,MELBOURNE REGIONAL MEDICAL CENTER,0.590476190
BREVARD,23960034,Total Staffed Bed Capacity,MELBOURNE REGIONAL MEDICAL CENTER,105
BREVARD,23960090,Bed Census,KINDRED HOSPITAL MELBOURNE,52
BREVARD,23960090,Available,KINDRED HOSPITAL MELBOURNE,8
BREVARD,23960090,Available Capacity,KINDRED HOSPITAL MELBOURNE,0.133333333
BREVARD,23960090,Total Staffed Bed Capacity,KINDRED HOSPITAL MELBOURNE,60
BREVARD,23960092,Bed Census,VIERA HOSPITAL,74
BREVARD,23960092,Available,VIERA HOSPITAL,10
BREVARD,23960092,Available Capacity,VIERA HOSPITAL,0.119047619
BREVARD,23960092,Total Staffed Bed Capacity,VIERA HOSPITAL,84
BREVARD,23960153,Bed Census,PALM POINT BEHAVIORAL HEALTH,23
BREVARD,23960153,Available,PALM POINT BEHAVIORAL HEALTH,21
