County,FileNumber,Measure Names,ProviderName,Measure Values
ALACHUA,100113,Bed Census,UF HEALTH SHANDS HOSPITAL,893
ALACHUA,100113,Available,UF HEALTH SHANDS HOSPITAL,155
ALACHUA,100113,Available Capacity,UF HEALTH SHANDS HOSPITAL,0.147900763
ALACHUA,100113,Total Staffed Bed Capacity,UF HEALTH SHANDS HOSPITAL,"1,048"
ALACHUA,100204,Bed Census,NORTH FLORIDA REGIONAL MEDICAL CENTER,441
ALACHUA,100204,Available,NORTH FLORIDA REGIONAL MEDICAL CENTER,47
ALACHUA,100204,Available Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER,0.096311475
ALACHUA,100204,Total Staffed Bed Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER,488
ALACHUA,110025,Bed Census,UF HEALTH REHAB HOSPITAL,55
ALACHUA,110025,Available,UF HEALTH REHAB HOSPITAL,5
ALACHUA,110025,Available Capacity,UF HEALTH REHAB HOSPITAL,0.083333333
ALACHUA,110025,Total Staffed Bed Capacity,UF HEALTH REHAB HOSPITAL,60
ALACHUA,120011,Bed Census,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,59
ALACHUA,120011,Available,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,22
ALACHUA,120011,Available Capacity,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,0.271604938
ALACHUA,120011,Total Staffed Bed Capacity,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,81
ALACHUA,23960071,Bed Census,SELECT SPECIALTY HOSPITAL GAINESVILLE,44
ALACHUA,23960071,Available,SELECT SPECIALTY HOSPITAL GAINESVILLE,4
ALACHUA,23960071,Available Capacity,SELECT SPECIALTY HOSPITAL GAINESVILLE,0.083333333
ALACHUA,23960071,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL GAINESVILLE,48
BAKER,100134,Bed Census,ED FRASER MEMORIAL HOSPITAL,4
BAKER,100134,Available,ED FRASER MEMORIAL HOSPITAL,8
BAKER,100134,Available Capacity,ED FRASER MEMORIAL HOSPITAL,0.666666667
BAKER,100134,Total Staffed Bed Capacity,ED FRASER MEMORIAL HOSPITAL,12
BAKER,104007,Bed Census,NORTHEAST FLORIDA STATE HOSPITAL,462
BAKER,104007,Available,NORTHEAST FLORIDA STATE HOSPITAL,151
BAKER,104007,Available Capacity,NORTHEAST FLORIDA STATE HOSPITAL,0.246329527
BAKER,104007,Total Staffed Bed Capacity,NORTHEAST FLORIDA STATE HOSPITAL,613
BAY,100026,Bed Census,ASCENSION SACRED HEART BAY,122
BAY,100026,Available,ASCENSION SACRED HEART BAY,15
BAY,100026,Available Capacity,ASCENSION SACRED HEART BAY,0.109489051
BAY,100026,Total Staffed Bed Capacity,ASCENSION SACRED HEART BAY,137
BAY,100242,Bed Census,GULF COAST REGIONAL MEDICAL CENTER,207
BAY,100242,Available,GULF COAST REGIONAL MEDICAL CENTER,31
BAY,100242,Available Capacity,GULF COAST REGIONAL MEDICAL CENTER,0.130252101
BAY,100242,Total Staffed Bed Capacity,GULF COAST REGIONAL MEDICAL CENTER,238
BAY,110034,Bed Census,EMERALD COAST BEHAVIORAL HOSPITAL,63
BAY,110034,Available,EMERALD COAST BEHAVIORAL HOSPITAL,23
BAY,110034,Available Capacity,EMERALD COAST BEHAVIORAL HOSPITAL,0.267441860
BAY,110034,Total Staffed Bed Capacity,EMERALD COAST BEHAVIORAL HOSPITAL,86
BAY,23960013,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,40
BAY,23960013,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,6
BAY,23960013,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,0.130434783
BAY,23960013,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,46
BAY,23960045,Bed Census,SELECT SPECIALTY HOSPITAL - PANAMA CITY,19
BAY,23960045,Available,SELECT SPECIALTY HOSPITAL - PANAMA CITY,11
BAY,23960045,Available Capacity,SELECT SPECIALTY HOSPITAL - PANAMA CITY,0.366666667
BAY,23960045,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL - PANAMA CITY,30
BRADFORD,100103,Bed Census,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,5
BRADFORD,100103,Available,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,5
BRADFORD,100103,Available Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,0.5
BRADFORD,100103,Total Staffed Bed Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,10
BREVARD,100019,Bed Census,HOLMES REGIONAL MEDICAL CENTER,427
BREVARD,100019,Available,HOLMES REGIONAL MEDICAL CENTER,81
BREVARD,100019,Available Capacity,HOLMES REGIONAL MEDICAL CENTER,0.159448819
BREVARD,100019,Total Staffed Bed Capacity,HOLMES REGIONAL MEDICAL CENTER,508
BREVARD,100028,Bed Census,PARRISH MEDICAL CENTER,90
BREVARD,100028,Available,PARRISH MEDICAL CENTER,87
BREVARD,100028,Available Capacity,PARRISH MEDICAL CENTER,0.491525424
BREVARD,100028,Total Staffed Bed Capacity,PARRISH MEDICAL CENTER,177
BREVARD,100092,Bed Census,ROCKLEDGE REGIONAL MEDICAL CENTER,158
BREVARD,100092,Available,ROCKLEDGE REGIONAL MEDICAL CENTER,22
BREVARD,100092,Available Capacity,ROCKLEDGE REGIONAL MEDICAL CENTER,0.122222222
BREVARD,100092,Total Staffed Bed Capacity,ROCKLEDGE REGIONAL MEDICAL CENTER,180
BREVARD,100177,Bed Census,CAPE CANAVERAL HOSPITAL,86
BREVARD,100177,Available,CAPE CANAVERAL HOSPITAL,54
BREVARD,100177,Available Capacity,CAPE CANAVERAL HOSPITAL,0.385714286
BREVARD,100177,Total Staffed Bed Capacity,CAPE CANAVERAL HOSPITAL,140
BREVARD,104024,Bed Census,"CIRCLES OF CARE, INC",32
BREVARD,104024,Available,"CIRCLES OF CARE, INC",20
BREVARD,104024,Available Capacity,"CIRCLES OF CARE, INC",0.384615385
BREVARD,104024,Total Staffed Bed Capacity,"CIRCLES OF CARE, INC",52
BREVARD,110027,Bed Census,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,46
BREVARD,110027,Available,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,4
BREVARD,110027,Available Capacity,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,0.08
BREVARD,110027,Total Staffed Bed Capacity,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,50
BREVARD,110036,Bed Census,DEVEREUX FLORIDA,100
BREVARD,110036,Available,DEVEREUX FLORIDA,0
BREVARD,110036,Available Capacity,DEVEREUX FLORIDA,0
BREVARD,110036,Total Staffed Bed Capacity,DEVEREUX FLORIDA,100
BREVARD,120007,Bed Census,PALM BAY HOSPITAL,89
BREVARD,120007,Available,PALM BAY HOSPITAL,26
BREVARD,120007,Available Capacity,PALM BAY HOSPITAL,0.226086957
BREVARD,120007,Total Staffed Bed Capacity,PALM BAY HOSPITAL,115
BREVARD,23960034,Bed Census,MELBOURNE REGIONAL MEDICAL CENTER,39
BREVARD,23960034,Available,MELBOURNE REGIONAL MEDICAL CENTER,66
BREVARD,23960034,Available Capacity,MELBOURNE REGIONAL MEDICAL CENTER,0.628571429
BREVARD,23960034,Total Staffed Bed Capacity,MELBOURNE REGIONAL MEDICAL CENTER,105
BREVARD,23960090,Bed Census,KINDRED HOSPITAL MELBOURNE,47
BREVARD,23960090,Available,KINDRED HOSPITAL MELBOURNE,13
BREVARD,23960090,Available Capacity,KINDRED HOSPITAL MELBOURNE,0.216666667
BREVARD,23960090,Total Staffed Bed Capacity,KINDRED HOSPITAL MELBOURNE,60
BREVARD,23960092,Bed Census,VIERA HOSPITAL,69
BREVARD,23960092,Available,VIERA HOSPITAL,15
BREVARD,23960092,Available Capacity,VIERA HOSPITAL,0.178571429
