County,FileNumber,Measure Names,ProviderName,Measure Values
ALACHUA,100113,Bed Census,UF HEALTH SHANDS HOSPITAL,819
ALACHUA,100113,Available,UF HEALTH SHANDS HOSPITAL,227
ALACHUA,100113,Available Capacity,UF HEALTH SHANDS HOSPITAL,0.217017208
ALACHUA,100113,Total Staffed Bed Capacity,UF HEALTH SHANDS HOSPITAL,"1,046"
ALACHUA,100204,Bed Census,NORTH FLORIDA REGIONAL MEDICAL CENTER,382
ALACHUA,100204,Available,NORTH FLORIDA REGIONAL MEDICAL CENTER,76
ALACHUA,100204,Available Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER,0.165938865
ALACHUA,100204,Total Staffed Bed Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER,458
ALACHUA,110025,Bed Census,UF HEALTH REHAB HOSPITAL,55
ALACHUA,110025,Available,UF HEALTH REHAB HOSPITAL,5
ALACHUA,110025,Available Capacity,UF HEALTH REHAB HOSPITAL,0.083333333
ALACHUA,110025,Total Staffed Bed Capacity,UF HEALTH REHAB HOSPITAL,60
ALACHUA,120011,Bed Census,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,59
ALACHUA,120011,Available,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,22
ALACHUA,120011,Available Capacity,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,0.271604938
ALACHUA,120011,Total Staffed Bed Capacity,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,81
ALACHUA,23960071,Bed Census,SELECT SPECIALTY HOSPITAL GAINESVILLE,48
ALACHUA,23960071,Available,SELECT SPECIALTY HOSPITAL GAINESVILLE,0
ALACHUA,23960071,Available Capacity,SELECT SPECIALTY HOSPITAL GAINESVILLE,0
ALACHUA,23960071,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL GAINESVILLE,48
BAKER,100134,Bed Census,ED FRASER MEMORIAL HOSPITAL,2
BAKER,100134,Available,ED FRASER MEMORIAL HOSPITAL,10
BAKER,100134,Available Capacity,ED FRASER MEMORIAL HOSPITAL,0.833333333
BAKER,100134,Total Staffed Bed Capacity,ED FRASER MEMORIAL HOSPITAL,12
BAKER,104007,Bed Census,NORTHEAST FLORIDA STATE HOSPITAL,470
BAKER,104007,Available,NORTHEAST FLORIDA STATE HOSPITAL,143
BAKER,104007,Available Capacity,NORTHEAST FLORIDA STATE HOSPITAL,0.233278956
BAKER,104007,Total Staffed Bed Capacity,NORTHEAST FLORIDA STATE HOSPITAL,613
BAY,100026,Bed Census,ASCENSION SACRED HEART BAY,117
BAY,100026,Available,ASCENSION SACRED HEART BAY,29
BAY,100026,Available Capacity,ASCENSION SACRED HEART BAY,0.198630137
BAY,100026,Total Staffed Bed Capacity,ASCENSION SACRED HEART BAY,146
BAY,100242,Bed Census,GULF COAST REGIONAL MEDICAL CENTER,181
BAY,100242,Available,GULF COAST REGIONAL MEDICAL CENTER,50
BAY,100242,Available Capacity,GULF COAST REGIONAL MEDICAL CENTER,0.216450216
BAY,100242,Total Staffed Bed Capacity,GULF COAST REGIONAL MEDICAL CENTER,231
BAY,110034,Bed Census,EMERALD COAST BEHAVIORAL HOSPITAL,64
BAY,110034,Available,EMERALD COAST BEHAVIORAL HOSPITAL,22
BAY,110034,Available Capacity,EMERALD COAST BEHAVIORAL HOSPITAL,0.255813953
BAY,110034,Total Staffed Bed Capacity,EMERALD COAST BEHAVIORAL HOSPITAL,86
BAY,23960013,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,46
BAY,23960013,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,2
BAY,23960013,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,0.041666667
BAY,23960013,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,48
BAY,23960045,Bed Census,SELECT SPECIALTY HOSPITAL - PANAMA CITY,26
BAY,23960045,Available,SELECT SPECIALTY HOSPITAL - PANAMA CITY,4
BAY,23960045,Available Capacity,SELECT SPECIALTY HOSPITAL - PANAMA CITY,0.133333333
BAY,23960045,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL - PANAMA CITY,30
BRADFORD,100103,Bed Census,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,5
BRADFORD,100103,Available,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,5
BRADFORD,100103,Available Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,0.5
BRADFORD,100103,Total Staffed Bed Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,10
BREVARD,100019,Bed Census,HOLMES REGIONAL MEDICAL CENTER,372
BREVARD,100019,Available,HOLMES REGIONAL MEDICAL CENTER,124
BREVARD,100019,Available Capacity,HOLMES REGIONAL MEDICAL CENTER,0.25
BREVARD,100019,Total Staffed Bed Capacity,HOLMES REGIONAL MEDICAL CENTER,496
BREVARD,100028,Bed Census,PARRISH MEDICAL CENTER,94
BREVARD,100028,Available,PARRISH MEDICAL CENTER,80
BREVARD,100028,Available Capacity,PARRISH MEDICAL CENTER,0.459770115
BREVARD,100028,Total Staffed Bed Capacity,PARRISH MEDICAL CENTER,174
BREVARD,100092,Bed Census,ROCKLEDGE REGIONAL MEDICAL CENTER,124
BREVARD,100092,Available,ROCKLEDGE REGIONAL MEDICAL CENTER,53
BREVARD,100092,Available Capacity,ROCKLEDGE REGIONAL MEDICAL CENTER,0.299435028
BREVARD,100092,Total Staffed Bed Capacity,ROCKLEDGE REGIONAL MEDICAL CENTER,177
BREVARD,100177,Bed Census,CAPE CANAVERAL HOSPITAL,70
BREVARD,100177,Available,CAPE CANAVERAL HOSPITAL,70
BREVARD,100177,Available Capacity,CAPE CANAVERAL HOSPITAL,0.5
BREVARD,100177,Total Staffed Bed Capacity,CAPE CANAVERAL HOSPITAL,140
BREVARD,104024,Bed Census,"CIRCLES OF CARE, INC",32
BREVARD,104024,Available,"CIRCLES OF CARE, INC",20
BREVARD,104024,Available Capacity,"CIRCLES OF CARE, INC",0.384615385
BREVARD,104024,Total Staffed Bed Capacity,"CIRCLES OF CARE, INC",52
BREVARD,110027,Bed Census,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,49
BREVARD,110027,Available,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,6
BREVARD,110027,Available Capacity,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,0.109090909
BREVARD,110027,Total Staffed Bed Capacity,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,55
BREVARD,110036,Bed Census,DEVEREUX FLORIDA,100
BREVARD,110036,Available,DEVEREUX FLORIDA,0
BREVARD,110036,Available Capacity,DEVEREUX FLORIDA,0
BREVARD,110036,Total Staffed Bed Capacity,DEVEREUX FLORIDA,100
BREVARD,120007,Bed Census,PALM BAY HOSPITAL,101
BREVARD,120007,Available,PALM BAY HOSPITAL,14
BREVARD,120007,Available Capacity,PALM BAY HOSPITAL,0.121739130
BREVARD,120007,Total Staffed Bed Capacity,PALM BAY HOSPITAL,115
BREVARD,23960034,Bed Census,MELBOURNE REGIONAL MEDICAL CENTER,38
BREVARD,23960034,Available,MELBOURNE REGIONAL MEDICAL CENTER,67
BREVARD,23960034,Available Capacity,MELBOURNE REGIONAL MEDICAL CENTER,0.638095238
BREVARD,23960034,Total Staffed Bed Capacity,MELBOURNE REGIONAL MEDICAL CENTER,105
BREVARD,23960090,Bed Census,KINDRED HOSPITAL MELBOURNE,38
BREVARD,23960090,Available,KINDRED HOSPITAL MELBOURNE,22
BREVARD,23960090,Available Capacity,KINDRED HOSPITAL MELBOURNE,0.366666667
BREVARD,23960090,Total Staffed Bed Capacity,KINDRED HOSPITAL MELBOURNE,60
BREVARD,23960092,Bed Census,VIERA HOSPITAL,58
BREVARD,23960092,Available,VIERA HOSPITAL,24
BREVARD,23960092,Available Capacity,VIERA HOSPITAL,0.292682927
BREVARD,23960092,Total Staffed Bed Capacity,VIERA HOSPITAL,82
BREVARD,23960153,Bed Census,PALM POINT BEHAVIORAL HEALTH,34
BREVARD,23960153,Available,PALM POINT BEHAVIORAL HEALTH,10
BREVARD,23960153,Available Capacity,PALM POINT BEHAVIORAL HEALTH,0.227272727
BREVARD,23960153,Total Staffed Bed Capacity,PALM POINT BEHAVIORAL HEALTH,44
BROWARD,100038,Bed Census,MEMORIAL REGIONAL HOSPITAL,627
BROWARD,100038,Available,MEMORIAL REGIONAL HOSPITAL,154
BROWARD,100038,Available Capacity,MEMORIAL REGIONAL HOSPITAL,0.197183099
BROWARD,100038,Total Staffed Bed Capacity,MEMORIAL REGIONAL HOSPITAL,781
BROWARD,100039,Bed Census,BROWARD HEALTH MEDICAL CENTER,326
BROWARD,100039,Available,BROWARD HEALTH MEDICAL CENTER,37
BROWARD,100039,Available Capacity,BROWARD HEALTH MEDICAL CENTER,0.101928375
BROWARD,100039,Total Staffed Bed Capacity,BROWARD HEALTH MEDICAL CENTER,363
BROWARD,100042,Bed Census,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,74
BROWARD,100042,Available,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,45
BROWARD,100042,Available Capacity,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,0.378151261
BROWARD,100042,Total Staffed Bed Capacity,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,119
BROWARD,100056,Bed Census,CLEVELAND CLINIC HOSPITAL,210
BROWARD,100056,Available,CLEVELAND CLINIC HOSPITAL,20
BROWARD,100056,Available Capacity,CLEVELAND CLINIC HOSPITAL,0.086956522
BROWARD,100056,Total Staffed Bed Capacity,CLEVELAND CLINIC HOSPITAL,230
BROWARD,100073,Bed Census,HOLY CROSS HOSPITAL,212
BROWARD,100073,Available,HOLY CROSS HOSPITAL,136
BROWARD,100073,Available Capacity,HOLY CROSS HOSPITAL,0.390804598
BROWARD,100073,Total Staffed Bed Capacity,HOLY CROSS HOSPITAL,348
BROWARD,100086,Bed Census,BROWARD HEALTH NORTH,223
BROWARD,100086,Available,BROWARD HEALTH NORTH,8
BROWARD,100086,Available Capacity,BROWARD HEALTH NORTH,0.034632035
