County,FileNumber,Measure Names,ProviderName,Measure Values
ALACHUA,100113,Bed Census,UF HEALTH SHANDS HOSPITAL,921
ALACHUA,100113,Available,UF HEALTH SHANDS HOSPITAL,144
ALACHUA,100113,Available Capacity,UF HEALTH SHANDS HOSPITAL,0.135211268
ALACHUA,100113,Total Staffed Bed Capacity,UF HEALTH SHANDS HOSPITAL,"1,065"
ALACHUA,100204,Bed Census,NORTH FLORIDA REGIONAL MEDICAL CENTER,456
ALACHUA,100204,Available,NORTH FLORIDA REGIONAL MEDICAL CENTER,46
ALACHUA,100204,Available Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER,0.091633466
ALACHUA,100204,Total Staffed Bed Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER,502
ALACHUA,110025,Bed Census,UF HEALTH REHAB HOSPITAL,56
ALACHUA,110025,Available,UF HEALTH REHAB HOSPITAL,4
ALACHUA,110025,Available Capacity,UF HEALTH REHAB HOSPITAL,0.066666667
ALACHUA,110025,Total Staffed Bed Capacity,UF HEALTH REHAB HOSPITAL,60
ALACHUA,120011,Bed Census,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,50
ALACHUA,120011,Available,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,31
ALACHUA,120011,Available Capacity,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,0.382716049
ALACHUA,120011,Total Staffed Bed Capacity,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,81
ALACHUA,23960071,Bed Census,SELECT SPECIALTY HOSPITAL GAINESVILLE,43
ALACHUA,23960071,Available,SELECT SPECIALTY HOSPITAL GAINESVILLE,5
ALACHUA,23960071,Available Capacity,SELECT SPECIALTY HOSPITAL GAINESVILLE,0.104166667
ALACHUA,23960071,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL GAINESVILLE,48
BAKER,100134,Bed Census,ED FRASER MEMORIAL HOSPITAL,4
BAKER,100134,Available,ED FRASER MEMORIAL HOSPITAL,8
BAKER,100134,Available Capacity,ED FRASER MEMORIAL HOSPITAL,0.666666667
BAKER,100134,Total Staffed Bed Capacity,ED FRASER MEMORIAL HOSPITAL,12
BAKER,104007,Bed Census,NORTHEAST FLORIDA STATE HOSPITAL,476
BAKER,104007,Available,NORTHEAST FLORIDA STATE HOSPITAL,137
BAKER,104007,Available Capacity,NORTHEAST FLORIDA STATE HOSPITAL,0.223491028
BAKER,104007,Total Staffed Bed Capacity,NORTHEAST FLORIDA STATE HOSPITAL,613
BAY,100026,Bed Census,ASCENSION SACRED HEART BAY,129
BAY,100026,Available,ASCENSION SACRED HEART BAY,22
BAY,100026,Available Capacity,ASCENSION SACRED HEART BAY,0.145695364
BAY,100026,Total Staffed Bed Capacity,ASCENSION SACRED HEART BAY,151
BAY,100242,Bed Census,GULF COAST REGIONAL MEDICAL CENTER,206
BAY,100242,Available,GULF COAST REGIONAL MEDICAL CENTER,37
BAY,100242,Available Capacity,GULF COAST REGIONAL MEDICAL CENTER,0.152263374
BAY,100242,Total Staffed Bed Capacity,GULF COAST REGIONAL MEDICAL CENTER,243
BAY,110034,Bed Census,EMERALD COAST BEHAVIORAL HOSPITAL,65
BAY,110034,Available,EMERALD COAST BEHAVIORAL HOSPITAL,21
BAY,110034,Available Capacity,EMERALD COAST BEHAVIORAL HOSPITAL,0.244186047
BAY,110034,Total Staffed Bed Capacity,EMERALD COAST BEHAVIORAL HOSPITAL,86
