County,FileNumber,Measure Names,ProviderName,Measure Values
ALACHUA,100113,Bed Census,UF HEALTH SHANDS HOSPITAL,860
ALACHUA,100113,Available,UF HEALTH SHANDS HOSPITAL,177
ALACHUA,100113,Available Capacity,UF HEALTH SHANDS HOSPITAL,0.170684667
ALACHUA,100113,Total Staffed Bed Capacity,UF HEALTH SHANDS HOSPITAL,"1,037"
ALACHUA,100204,Bed Census,NORTH FLORIDA REGIONAL MEDICAL CENTER,430
ALACHUA,100204,Available,NORTH FLORIDA REGIONAL MEDICAL CENTER,34
ALACHUA,100204,Available Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER,0.073275862
ALACHUA,100204,Total Staffed Bed Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER,464
ALACHUA,110025,Bed Census,UF HEALTH REHAB HOSPITAL,56
ALACHUA,110025,Available,UF HEALTH REHAB HOSPITAL,4
ALACHUA,110025,Available Capacity,UF HEALTH REHAB HOSPITAL,0.066666667
ALACHUA,110025,Total Staffed Bed Capacity,UF HEALTH REHAB HOSPITAL,60
ALACHUA,120011,Bed Census,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,68
ALACHUA,120011,Available,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,14
ALACHUA,120011,Available Capacity,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,0.170731707
ALACHUA,120011,Total Staffed Bed Capacity,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,82
ALACHUA,23960071,Bed Census,SELECT SPECIALTY HOSPITAL GAINESVILLE,48
ALACHUA,23960071,Available,SELECT SPECIALTY HOSPITAL GAINESVILLE,0
ALACHUA,23960071,Available Capacity,SELECT SPECIALTY HOSPITAL GAINESVILLE,0
ALACHUA,23960071,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL GAINESVILLE,48
BAKER,100134,Bed Census,ED FRASER MEMORIAL HOSPITAL,7
BAKER,100134,Available,ED FRASER MEMORIAL HOSPITAL,5
BAKER,100134,Available Capacity,ED FRASER MEMORIAL HOSPITAL,0.416666667
BAKER,100134,Total Staffed Bed Capacity,ED FRASER MEMORIAL HOSPITAL,12
BAKER,104007,Bed Census,NORTHEAST FLORIDA STATE HOSPITAL,118
BAKER,104007,Available,NORTHEAST FLORIDA STATE HOSPITAL,495
BAKER,104007,Available Capacity,NORTHEAST FLORIDA STATE HOSPITAL,0.807504078
BAKER,104007,Total Staffed Bed Capacity,NORTHEAST FLORIDA STATE HOSPITAL,613
BAY,100026,Bed Census,ASCENSION SACRED HEART BAY,139
BAY,100026,Available,ASCENSION SACRED HEART BAY,17
BAY,100026,Available Capacity,ASCENSION SACRED HEART BAY,0.108974359
BAY,100026,Total Staffed Bed Capacity,ASCENSION SACRED HEART BAY,156
BAY,100242,Bed Census,GULF COAST REGIONAL MEDICAL CENTER,198
BAY,100242,Available,GULF COAST REGIONAL MEDICAL CENTER,33
BAY,100242,Available Capacity,GULF COAST REGIONAL MEDICAL CENTER,0.142857143
BAY,100242,Total Staffed Bed Capacity,GULF COAST REGIONAL MEDICAL CENTER,231
BAY,110034,Bed Census,EMERALD COAST BEHAVIORAL HOSPITAL,64
BAY,110034,Available,EMERALD COAST BEHAVIORAL HOSPITAL,22
BAY,110034,Available Capacity,EMERALD COAST BEHAVIORAL HOSPITAL,0.255813953
BAY,110034,Total Staffed Bed Capacity,EMERALD COAST BEHAVIORAL HOSPITAL,86
BAY,23960013,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,33
BAY,23960013,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,23
