County,FileNumber,Measure Names,ProviderName,Measure Values
ALACHUA,100113,Bed Census,UF HEALTH SHANDS HOSPITAL,892
ALACHUA,100113,Available,UF HEALTH SHANDS HOSPITAL,154
ALACHUA,100113,Available Capacity,UF HEALTH SHANDS HOSPITAL,0.147227533
ALACHUA,100113,Total Staffed Bed Capacity,UF HEALTH SHANDS HOSPITAL,"1,046"
ALACHUA,100204,Bed Census,NORTH FLORIDA REGIONAL MEDICAL CENTER,422
ALACHUA,100204,Available,NORTH FLORIDA REGIONAL MEDICAL CENTER,48
ALACHUA,100204,Available Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER,0.102127660
ALACHUA,100204,Total Staffed Bed Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER,470
ALACHUA,110025,Bed Census,UF HEALTH REHAB HOSPITAL,52
ALACHUA,110025,Available,UF HEALTH REHAB HOSPITAL,8
ALACHUA,110025,Available Capacity,UF HEALTH REHAB HOSPITAL,0.133333333
ALACHUA,110025,Total Staffed Bed Capacity,UF HEALTH REHAB HOSPITAL,60
ALACHUA,120011,Bed Census,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,56
ALACHUA,120011,Available,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,24
ALACHUA,120011,Available Capacity,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,0.3
ALACHUA,120011,Total Staffed Bed Capacity,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,80
ALACHUA,23960071,Bed Census,SELECT SPECIALTY HOSPITAL GAINESVILLE,46
ALACHUA,23960071,Available,SELECT SPECIALTY HOSPITAL GAINESVILLE,2
ALACHUA,23960071,Available Capacity,SELECT SPECIALTY HOSPITAL GAINESVILLE,0.041666667
ALACHUA,23960071,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL GAINESVILLE,48
BAKER,100134,Bed Census,ED FRASER MEMORIAL HOSPITAL,5
BAKER,100134,Available,ED FRASER MEMORIAL HOSPITAL,7
BAKER,100134,Available Capacity,ED FRASER MEMORIAL HOSPITAL,0.583333333
BAKER,100134,Total Staffed Bed Capacity,ED FRASER MEMORIAL HOSPITAL,12
BAKER,104007,Bed Census,NORTHEAST FLORIDA STATE HOSPITAL,465
BAKER,104007,Available,NORTHEAST FLORIDA STATE HOSPITAL,148
BAKER,104007,Available Capacity,NORTHEAST FLORIDA STATE HOSPITAL,0.241435563
BAKER,104007,Total Staffed Bed Capacity,NORTHEAST FLORIDA STATE HOSPITAL,613
BAY,100026,Bed Census,ASCENSION SACRED HEART BAY,116
BAY,100026,Available,ASCENSION SACRED HEART BAY,25
BAY,100026,Available Capacity,ASCENSION SACRED HEART BAY,0.177304965
BAY,100026,Total Staffed Bed Capacity,ASCENSION SACRED HEART BAY,141
BAY,100242,Bed Census,GULF COAST REGIONAL MEDICAL CENTER,220
BAY,100242,Available,GULF COAST REGIONAL MEDICAL CENTER,33
BAY,100242,Available Capacity,GULF COAST REGIONAL MEDICAL CENTER,0.130434783
BAY,100242,Total Staffed Bed Capacity,GULF COAST REGIONAL MEDICAL CENTER,253
BAY,110034,Bed Census,EMERALD COAST BEHAVIORAL HOSPITAL,66
BAY,110034,Available,EMERALD COAST BEHAVIORAL HOSPITAL,20
BAY,110034,Available Capacity,EMERALD COAST BEHAVIORAL HOSPITAL,0.232558140
BAY,110034,Total Staffed Bed Capacity,EMERALD COAST BEHAVIORAL HOSPITAL,86
BAY,23960013,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,42
BAY,23960013,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,14
BAY,23960013,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,0.25
BAY,23960013,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,56
BAY,23960045,Bed Census,SELECT SPECIALTY HOSPITAL - PANAMA CITY,19
BAY,23960045,Available,SELECT SPECIALTY HOSPITAL - PANAMA CITY,11
BAY,23960045,Available Capacity,SELECT SPECIALTY HOSPITAL - PANAMA CITY,0.366666667
BAY,23960045,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL - PANAMA CITY,30
BRADFORD,100103,Bed Census,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,5
BRADFORD,100103,Available,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,5
BRADFORD,100103,Available Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,0.5
BRADFORD,100103,Total Staffed Bed Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,10
BREVARD,100019,Bed Census,HOLMES REGIONAL MEDICAL CENTER,447
BREVARD,100019,Available,HOLMES REGIONAL MEDICAL CENTER,59
BREVARD,100019,Available Capacity,HOLMES REGIONAL MEDICAL CENTER,0.116600791
BREVARD,100019,Total Staffed Bed Capacity,HOLMES REGIONAL MEDICAL CENTER,506
BREVARD,100028,Bed Census,PARRISH MEDICAL CENTER,97
BREVARD,100028,Available,PARRISH MEDICAL CENTER,77
BREVARD,100028,Available Capacity,PARRISH MEDICAL CENTER,0.442528736
BREVARD,100028,Total Staffed Bed Capacity,PARRISH MEDICAL CENTER,174
BREVARD,100092,Bed Census,ROCKLEDGE REGIONAL MEDICAL CENTER,133
BREVARD,100092,Available,ROCKLEDGE REGIONAL MEDICAL CENTER,42
BREVARD,100092,Available Capacity,ROCKLEDGE REGIONAL MEDICAL CENTER,0.24
BREVARD,100092,Total Staffed Bed Capacity,ROCKLEDGE REGIONAL MEDICAL CENTER,175
BREVARD,100177,Bed Census,CAPE CANAVERAL HOSPITAL,100
BREVARD,100177,Available,CAPE CANAVERAL HOSPITAL,40
BREVARD,100177,Available Capacity,CAPE CANAVERAL HOSPITAL,0.285714286
BREVARD,100177,Total Staffed Bed Capacity,CAPE CANAVERAL HOSPITAL,140
BREVARD,104024,Bed Census,"CIRCLES OF CARE, INC",32
BREVARD,104024,Available,"CIRCLES OF CARE, INC",20
BREVARD,104024,Available Capacity,"CIRCLES OF CARE, INC",0.384615385
BREVARD,104024,Total Staffed Bed Capacity,"CIRCLES OF CARE, INC",52
