County,FileNumber,Measure Names,ProviderName,Measure Values
ALACHUA,100113,Bed Census,UF HEALTH SHANDS HOSPITAL,906
ALACHUA,100113,Available,UF HEALTH SHANDS HOSPITAL,140
ALACHUA,100113,Available Capacity,UF HEALTH SHANDS HOSPITAL,0.133843212
ALACHUA,100113,Total Staffed Bed Capacity,UF HEALTH SHANDS HOSPITAL,"1,046"
ALACHUA,100204,Bed Census,NORTH FLORIDA REGIONAL MEDICAL CENTER,424
ALACHUA,100204,Available,NORTH FLORIDA REGIONAL MEDICAL CENTER,49
ALACHUA,100204,Available Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER,0.103594080
ALACHUA,100204,Total Staffed Bed Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER,473
ALACHUA,110025,Bed Census,UF HEALTH REHAB HOSPITAL,57
ALACHUA,110025,Available,UF HEALTH REHAB HOSPITAL,3
ALACHUA,110025,Available Capacity,UF HEALTH REHAB HOSPITAL,0.05
ALACHUA,110025,Total Staffed Bed Capacity,UF HEALTH REHAB HOSPITAL,60
ALACHUA,120011,Bed Census,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,48
ALACHUA,120011,Available,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,33
ALACHUA,120011,Available Capacity,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,0.407407407
ALACHUA,120011,Total Staffed Bed Capacity,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,81
ALACHUA,23960071,Bed Census,SELECT SPECIALTY HOSPITAL GAINESVILLE,47
ALACHUA,23960071,Available,SELECT SPECIALTY HOSPITAL GAINESVILLE,1
ALACHUA,23960071,Available Capacity,SELECT SPECIALTY HOSPITAL GAINESVILLE,0.020833333
ALACHUA,23960071,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL GAINESVILLE,48
BAKER,100134,Bed Census,ED FRASER MEMORIAL HOSPITAL,3
BAKER,100134,Available,ED FRASER MEMORIAL HOSPITAL,9
BAKER,100134,Available Capacity,ED FRASER MEMORIAL HOSPITAL,0.75
BAKER,100134,Total Staffed Bed Capacity,ED FRASER MEMORIAL HOSPITAL,12
BAKER,104007,Bed Census,NORTHEAST FLORIDA STATE HOSPITAL,449
BAKER,104007,Available,NORTHEAST FLORIDA STATE HOSPITAL,164
BAKER,104007,Available Capacity,NORTHEAST FLORIDA STATE HOSPITAL,0.267536705
BAKER,104007,Total Staffed Bed Capacity,NORTHEAST FLORIDA STATE HOSPITAL,613
BAY,100026,Bed Census,ASCENSION SACRED HEART BAY,117
BAY,100026,Available,ASCENSION SACRED HEART BAY,22
BAY,100026,Available Capacity,ASCENSION SACRED HEART BAY,0.158273381
BAY,100026,Total Staffed Bed Capacity,ASCENSION SACRED HEART BAY,139
BAY,100242,Bed Census,GULF COAST REGIONAL MEDICAL CENTER,200
BAY,100242,Available,GULF COAST REGIONAL MEDICAL CENTER,33
BAY,100242,Available Capacity,GULF COAST REGIONAL MEDICAL CENTER,0.141630901
BAY,100242,Total Staffed Bed Capacity,GULF COAST REGIONAL MEDICAL CENTER,233
BAY,110034,Bed Census,EMERALD COAST BEHAVIORAL HOSPITAL,68
BAY,110034,Available,EMERALD COAST BEHAVIORAL HOSPITAL,18
BAY,110034,Available Capacity,EMERALD COAST BEHAVIORAL HOSPITAL,0.209302326
BAY,110034,Total Staffed Bed Capacity,EMERALD COAST BEHAVIORAL HOSPITAL,86
BAY,23960013,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,39
BAY,23960013,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,6
BAY,23960013,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,0.133333333
BAY,23960013,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,45
BAY,23960045,Bed Census,SELECT SPECIALTY HOSPITAL - PANAMA CITY,26
BAY,23960045,Available,SELECT SPECIALTY HOSPITAL - PANAMA CITY,4
BAY,23960045,Available Capacity,SELECT SPECIALTY HOSPITAL - PANAMA CITY,0.133333333
