County,FileNumber,Measure Names,ProviderName,Measure Values
ALACHUA,100113,Bed Census,UF HEALTH SHANDS HOSPITAL,869
ALACHUA,100113,Available,UF HEALTH SHANDS HOSPITAL,177
ALACHUA,100113,Available Capacity,UF HEALTH SHANDS HOSPITAL,0.169216061
ALACHUA,100113,Total Staffed Bed Capacity,UF HEALTH SHANDS HOSPITAL,"1,046"
ALACHUA,100204,Bed Census,NORTH FLORIDA REGIONAL MEDICAL CENTER,430
ALACHUA,100204,Available,NORTH FLORIDA REGIONAL MEDICAL CENTER,23
ALACHUA,100204,Available Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER,0.050772627
ALACHUA,100204,Total Staffed Bed Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER,453
ALACHUA,110025,Bed Census,UF HEALTH REHAB HOSPITAL,56
ALACHUA,110025,Available,UF HEALTH REHAB HOSPITAL,4
ALACHUA,110025,Available Capacity,UF HEALTH REHAB HOSPITAL,0.066666667
ALACHUA,110025,Total Staffed Bed Capacity,UF HEALTH REHAB HOSPITAL,60
ALACHUA,120011,Bed Census,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,57
ALACHUA,120011,Available,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,24
ALACHUA,120011,Available Capacity,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,0.296296296
ALACHUA,120011,Total Staffed Bed Capacity,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,81
ALACHUA,23960071,Bed Census,SELECT SPECIALTY HOSPITAL GAINESVILLE,48
ALACHUA,23960071,Available,SELECT SPECIALTY HOSPITAL GAINESVILLE,0
ALACHUA,23960071,Available Capacity,SELECT SPECIALTY HOSPITAL GAINESVILLE,0
ALACHUA,23960071,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL GAINESVILLE,48
BAKER,100134,Bed Census,ED FRASER MEMORIAL HOSPITAL,4
BAKER,100134,Available,ED FRASER MEMORIAL HOSPITAL,8
BAKER,100134,Available Capacity,ED FRASER MEMORIAL HOSPITAL,0.666666667
BAKER,100134,Total Staffed Bed Capacity,ED FRASER MEMORIAL HOSPITAL,12
BAKER,104007,Bed Census,NORTHEAST FLORIDA STATE HOSPITAL,125
BAKER,104007,Available,NORTHEAST FLORIDA STATE HOSPITAL,488
BAKER,104007,Available Capacity,NORTHEAST FLORIDA STATE HOSPITAL,0.796084829
BAKER,104007,Total Staffed Bed Capacity,NORTHEAST FLORIDA STATE HOSPITAL,613
BAY,100026,Bed Census,ASCENSION SACRED HEART BAY,124
BAY,100026,Available,ASCENSION SACRED HEART BAY,40
BAY,100026,Available Capacity,ASCENSION SACRED HEART BAY,0.243902439
BAY,100026,Total Staffed Bed Capacity,ASCENSION SACRED HEART BAY,164
BAY,100242,Bed Census,GULF COAST REGIONAL MEDICAL CENTER,195
BAY,100242,Available,GULF COAST REGIONAL MEDICAL CENTER,43
BAY,100242,Available Capacity,GULF COAST REGIONAL MEDICAL CENTER,0.180672269
BAY,100242,Total Staffed Bed Capacity,GULF COAST REGIONAL MEDICAL CENTER,238
BAY,110034,Bed Census,EMERALD COAST BEHAVIORAL HOSPITAL,71
BAY,110034,Available,EMERALD COAST BEHAVIORAL HOSPITAL,15
BAY,110034,Available Capacity,EMERALD COAST BEHAVIORAL HOSPITAL,0.174418605
BAY,110034,Total Staffed Bed Capacity,EMERALD COAST BEHAVIORAL HOSPITAL,86
BAY,23960013,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,30
BAY,23960013,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,26
BAY,23960013,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,0.464285714
BAY,23960013,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,56
BAY,23960045,Bed Census,SELECT SPECIALTY HOSPITAL - PANAMA CITY,9
BAY,23960045,Available,SELECT SPECIALTY HOSPITAL - PANAMA CITY,21
BAY,23960045,Available Capacity,SELECT SPECIALTY HOSPITAL - PANAMA CITY,0.7
BAY,23960045,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL - PANAMA CITY,30
BRADFORD,100103,Bed Census,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,5
BRADFORD,100103,Available,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,5
BRADFORD,100103,Available Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,0.5
BRADFORD,100103,Total Staffed Bed Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,10
BREVARD,100019,Bed Census,HOLMES REGIONAL MEDICAL CENTER,410
BREVARD,100019,Available,HOLMES REGIONAL MEDICAL CENTER,96
BREVARD,100019,Available Capacity,HOLMES REGIONAL MEDICAL CENTER,0.189723320
BREVARD,100019,Total Staffed Bed Capacity,HOLMES REGIONAL MEDICAL CENTER,506
BREVARD,100028,Bed Census,PARRISH MEDICAL CENTER,112
BREVARD,100028,Available,PARRISH MEDICAL CENTER,67
BREVARD,100028,Available Capacity,PARRISH MEDICAL CENTER,0.374301676
BREVARD,100028,Total Staffed Bed Capacity,PARRISH MEDICAL CENTER,179
BREVARD,100092,Bed Census,ROCKLEDGE REGIONAL MEDICAL CENTER,133
BREVARD,100092,Available,ROCKLEDGE REGIONAL MEDICAL CENTER,34
BREVARD,100092,Available Capacity,ROCKLEDGE REGIONAL MEDICAL CENTER,0.203592814
BREVARD,100092,Total Staffed Bed Capacity,ROCKLEDGE REGIONAL MEDICAL CENTER,167
BREVARD,100177,Bed Census,CAPE CANAVERAL HOSPITAL,54
BREVARD,100177,Available,CAPE CANAVERAL HOSPITAL,86
BREVARD,100177,Available Capacity,CAPE CANAVERAL HOSPITAL,0.614285714
BREVARD,100177,Total Staffed Bed Capacity,CAPE CANAVERAL HOSPITAL,140
BREVARD,104024,Bed Census,"CIRCLES OF CARE, INC",32
BREVARD,104024,Available,"CIRCLES OF CARE, INC",20
BREVARD,104024,Available Capacity,"CIRCLES OF CARE, INC",0.384615385
BREVARD,104024,Total Staffed Bed Capacity,"CIRCLES OF CARE, INC",52
BREVARD,110027,Bed Census,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,60
BREVARD,110027,Available,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,0
BREVARD,110027,Available Capacity,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,0
BREVARD,110027,Total Staffed Bed Capacity,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,60
BREVARD,110036,Bed Census,DEVEREUX FLORIDA,100
BREVARD,110036,Available,DEVEREUX FLORIDA,0
BREVARD,110036,Available Capacity,DEVEREUX FLORIDA,0
BREVARD,110036,Total Staffed Bed Capacity,DEVEREUX FLORIDA,100
BREVARD,120007,Bed Census,PALM BAY HOSPITAL,95
BREVARD,120007,Available,PALM BAY HOSPITAL,20
BREVARD,120007,Available Capacity,PALM BAY HOSPITAL,0.173913043
BREVARD,120007,Total Staffed Bed Capacity,PALM BAY HOSPITAL,115
BREVARD,23960034,Bed Census,MELBOURNE REGIONAL MEDICAL CENTER,36
BREVARD,23960034,Available,MELBOURNE REGIONAL MEDICAL CENTER,129
BREVARD,23960034,Available Capacity,MELBOURNE REGIONAL MEDICAL CENTER,0.781818182
BREVARD,23960034,Total Staffed Bed Capacity,MELBOURNE REGIONAL MEDICAL CENTER,165
BREVARD,23960090,Bed Census,KINDRED HOSPITAL MELBOURNE,51
BREVARD,23960090,Available,KINDRED HOSPITAL MELBOURNE,9
BREVARD,23960090,Available Capacity,KINDRED HOSPITAL MELBOURNE,0.15
BREVARD,23960090,Total Staffed Bed Capacity,KINDRED HOSPITAL MELBOURNE,60
BREVARD,23960092,Bed Census,VIERA HOSPITAL,57
BREVARD,23960092,Available,VIERA HOSPITAL,27
BREVARD,23960092,Available Capacity,VIERA HOSPITAL,0.321428571
BREVARD,23960092,Total Staffed Bed Capacity,VIERA HOSPITAL,84
BREVARD,23960153,Bed Census,PALM POINT BEHAVIORAL HEALTH,17
BREVARD,23960153,Available,PALM POINT BEHAVIORAL HEALTH,29
BREVARD,23960153,Available Capacity,PALM POINT BEHAVIORAL HEALTH,0.630434783
BREVARD,23960153,Total Staffed Bed Capacity,PALM POINT BEHAVIORAL HEALTH,46
BROWARD,100038,Bed Census,MEMORIAL REGIONAL HOSPITAL,619
BROWARD,100038,Available,MEMORIAL REGIONAL HOSPITAL,141
