County,FileNumber,Measure Names,ProviderName,Measure Values
ALACHUA,100113,Bed Census,UF HEALTH SHANDS HOSPITAL,883
ALACHUA,100113,Available,UF HEALTH SHANDS HOSPITAL,163
ALACHUA,100113,Available Capacity,UF HEALTH SHANDS HOSPITAL,0.155831740
ALACHUA,100113,Total Staffed Bed Capacity,UF HEALTH SHANDS HOSPITAL,"1,046"
ALACHUA,100204,Bed Census,NORTH FLORIDA REGIONAL MEDICAL CENTER,441
ALACHUA,100204,Available,NORTH FLORIDA REGIONAL MEDICAL CENTER,37
ALACHUA,100204,Available Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER,0.077405858
ALACHUA,100204,Total Staffed Bed Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER,478
ALACHUA,110025,Bed Census,UF HEALTH REHAB HOSPITAL,54
ALACHUA,110025,Available,UF HEALTH REHAB HOSPITAL,6
ALACHUA,110025,Available Capacity,UF HEALTH REHAB HOSPITAL,0.1
ALACHUA,110025,Total Staffed Bed Capacity,UF HEALTH REHAB HOSPITAL,60
ALACHUA,120011,Bed Census,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,57
ALACHUA,120011,Available,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,24
ALACHUA,120011,Available Capacity,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,0.296296296
ALACHUA,120011,Total Staffed Bed Capacity,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,81
ALACHUA,23960071,Bed Census,SELECT SPECIALTY HOSPITAL GAINESVILLE,47
ALACHUA,23960071,Available,SELECT SPECIALTY HOSPITAL GAINESVILLE,1
ALACHUA,23960071,Available Capacity,SELECT SPECIALTY HOSPITAL GAINESVILLE,0.020833333
ALACHUA,23960071,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL GAINESVILLE,48
BAKER,100134,Bed Census,ED FRASER MEMORIAL HOSPITAL,7
BAKER,100134,Available,ED FRASER MEMORIAL HOSPITAL,5
BAKER,100134,Available Capacity,ED FRASER MEMORIAL HOSPITAL,0.416666667
BAKER,100134,Total Staffed Bed Capacity,ED FRASER MEMORIAL HOSPITAL,12
BAKER,104007,Bed Census,NORTHEAST FLORIDA STATE HOSPITAL,118
BAKER,104007,Available,NORTHEAST FLORIDA STATE HOSPITAL,495
BAKER,104007,Available Capacity,NORTHEAST FLORIDA STATE HOSPITAL,0.807504078
BAKER,104007,Total Staffed Bed Capacity,NORTHEAST FLORIDA STATE HOSPITAL,613
BAY,100026,Bed Census,ASCENSION SACRED HEART BAY,142
BAY,100026,Available,ASCENSION SACRED HEART BAY,20
BAY,100026,Available Capacity,ASCENSION SACRED HEART BAY,0.123456790
BAY,100026,Total Staffed Bed Capacity,ASCENSION SACRED HEART BAY,162
BAY,100242,Bed Census,GULF COAST REGIONAL MEDICAL CENTER,193
BAY,100242,Available,GULF COAST REGIONAL MEDICAL CENTER,38
BAY,100242,Available Capacity,GULF COAST REGIONAL MEDICAL CENTER,0.164502165
BAY,100242,Total Staffed Bed Capacity,GULF COAST REGIONAL MEDICAL CENTER,231
BAY,110034,Bed Census,EMERALD COAST BEHAVIORAL HOSPITAL,66
BAY,110034,Available,EMERALD COAST BEHAVIORAL HOSPITAL,20
BAY,110034,Available Capacity,EMERALD COAST BEHAVIORAL HOSPITAL,0.232558140
BAY,110034,Total Staffed Bed Capacity,EMERALD COAST BEHAVIORAL HOSPITAL,86
BAY,23960013,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,32
BAY,23960013,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,24
BAY,23960013,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,0.428571429
BAY,23960013,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,56
BAY,23960045,Bed Census,SELECT SPECIALTY HOSPITAL - PANAMA CITY,10
BAY,23960045,Available,SELECT SPECIALTY HOSPITAL - PANAMA CITY,20
BAY,23960045,Available Capacity,SELECT SPECIALTY HOSPITAL - PANAMA CITY,0.666666667
BAY,23960045,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL - PANAMA CITY,30
BRADFORD,100103,Bed Census,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,5
BRADFORD,100103,Available,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,5
BRADFORD,100103,Available Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,0.5
BRADFORD,100103,Total Staffed Bed Capacity,NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS,10
BREVARD,100019,Bed Census,HOLMES REGIONAL MEDICAL CENTER,360
BREVARD,100019,Available,HOLMES REGIONAL MEDICAL CENTER,112
BREVARD,100019,Available Capacity,HOLMES REGIONAL MEDICAL CENTER,0.237288136
BREVARD,100019,Total Staffed Bed Capacity,HOLMES REGIONAL MEDICAL CENTER,472
BREVARD,100028,Bed Census,PARRISH MEDICAL CENTER,123
BREVARD,100028,Available,PARRISH MEDICAL CENTER,51
BREVARD,100028,Available Capacity,PARRISH MEDICAL CENTER,0.293103448
BREVARD,100028,Total Staffed Bed Capacity,PARRISH MEDICAL CENTER,174
BREVARD,100092,Bed Census,ROCKLEDGE REGIONAL MEDICAL CENTER,138
BREVARD,100092,Available,ROCKLEDGE REGIONAL MEDICAL CENTER,40
BREVARD,100092,Available Capacity,ROCKLEDGE REGIONAL MEDICAL CENTER,0.224719101
BREVARD,100092,Total Staffed Bed Capacity,ROCKLEDGE REGIONAL MEDICAL CENTER,178
BREVARD,100177,Bed Census,CAPE CANAVERAL HOSPITAL,82
BREVARD,100177,Available,CAPE CANAVERAL HOSPITAL,58
BREVARD,100177,Available Capacity,CAPE CANAVERAL HOSPITAL,0.414285714
BREVARD,100177,Total Staffed Bed Capacity,CAPE CANAVERAL HOSPITAL,140
BREVARD,104024,Bed Census,"CIRCLES OF CARE, INC",32
BREVARD,104024,Available,"CIRCLES OF CARE, INC",20
BREVARD,104024,Available Capacity,"CIRCLES OF CARE, INC",0.384615385
BREVARD,104024,Total Staffed Bed Capacity,"CIRCLES OF CARE, INC",52
BREVARD,110027,Bed Census,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,57
BREVARD,110027,Available,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,4
BREVARD,110027,Available Capacity,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,0.065573770
BREVARD,110027,Total Staffed Bed Capacity,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,61
BREVARD,110036,Bed Census,DEVEREUX FLORIDA,100
BREVARD,110036,Available,DEVEREUX FLORIDA,0
BREVARD,110036,Available Capacity,DEVEREUX FLORIDA,0
BREVARD,110036,Total Staffed Bed Capacity,DEVEREUX FLORIDA,100
BREVARD,120007,Bed Census,PALM BAY HOSPITAL,90
BREVARD,120007,Available,PALM BAY HOSPITAL,25
BREVARD,120007,Available Capacity,PALM BAY HOSPITAL,0.217391304
BREVARD,120007,Total Staffed Bed Capacity,PALM BAY HOSPITAL,115
BREVARD,23960034,Bed Census,MELBOURNE REGIONAL MEDICAL CENTER,43
BREVARD,23960034,Available,MELBOURNE REGIONAL MEDICAL CENTER,62
BREVARD,23960034,Available Capacity,MELBOURNE REGIONAL MEDICAL CENTER,0.590476190
BREVARD,23960034,Total Staffed Bed Capacity,MELBOURNE REGIONAL MEDICAL CENTER,105
BREVARD,23960090,Bed Census,KINDRED HOSPITAL MELBOURNE,47
BREVARD,23960090,Available,KINDRED HOSPITAL MELBOURNE,13
BREVARD,23960090,Available Capacity,KINDRED HOSPITAL MELBOURNE,0.216666667
BREVARD,23960090,Total Staffed Bed Capacity,KINDRED HOSPITAL MELBOURNE,60
BREVARD,23960092,Bed Census,VIERA HOSPITAL,77
BREVARD,23960092,Available,VIERA HOSPITAL,7
BREVARD,23960092,Available Capacity,VIERA HOSPITAL,0.083333333
BREVARD,23960092,Total Staffed Bed Capacity,VIERA HOSPITAL,84
BREVARD,23960153,Bed Census,PALM POINT BEHAVIORAL HEALTH,23
BREVARD,23960153,Available,PALM POINT BEHAVIORAL HEALTH,21
BREVARD,23960153,Available Capacity,PALM POINT BEHAVIORAL HEALTH,0.477272727
BREVARD,23960153,Total Staffed Bed Capacity,PALM POINT BEHAVIORAL HEALTH,44
BROWARD,100038,Bed Census,MEMORIAL REGIONAL HOSPITAL,793
BROWARD,100038,Available,MEMORIAL REGIONAL HOSPITAL,136
BROWARD,100038,Available Capacity,MEMORIAL REGIONAL HOSPITAL,0.146393972
BROWARD,100038,Total Staffed Bed Capacity,MEMORIAL REGIONAL HOSPITAL,929
BROWARD,100039,Bed Census,BROWARD HEALTH MEDICAL CENTER,398
BROWARD,100039,Available,BROWARD HEALTH MEDICAL CENTER,14
BROWARD,100039,Available Capacity,BROWARD HEALTH MEDICAL CENTER,0.033980583
BROWARD,100039,Total Staffed Bed Capacity,BROWARD HEALTH MEDICAL CENTER,412
BROWARD,100042,Bed Census,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,75
BROWARD,100042,Available,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,44
BROWARD,100042,Available Capacity,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,0.369747899
BROWARD,100042,Total Staffed Bed Capacity,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,119
BROWARD,100056,Bed Census,CLEVELAND CLINIC HOSPITAL,200
BROWARD,100056,Available,CLEVELAND CLINIC HOSPITAL,30
BROWARD,100056,Available Capacity,CLEVELAND CLINIC HOSPITAL,0.130434783
BROWARD,100056,Total Staffed Bed Capacity,CLEVELAND CLINIC HOSPITAL,230
BROWARD,100073,Bed Census,HOLY CROSS HOSPITAL,232
BROWARD,100073,Available,HOLY CROSS HOSPITAL,116
BROWARD,100073,Available Capacity,HOLY CROSS HOSPITAL,0.333333333
BROWARD,100073,Total Staffed Bed Capacity,HOLY CROSS HOSPITAL,348
BROWARD,100086,Bed Census,BROWARD HEALTH NORTH,231
BROWARD,100086,Available,BROWARD HEALTH NORTH,0
BROWARD,100086,Available Capacity,BROWARD HEALTH NORTH,0
BROWARD,100086,Total Staffed Bed Capacity,BROWARD HEALTH NORTH,231
BROWARD,100120,Bed Census,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,40
BROWARD,100120,Available,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,13
BROWARD,100120,Available Capacity,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,0.245283019
BROWARD,100120,Total Staffed Bed Capacity,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,53
BROWARD,100167,Bed Census,PLANTATION GENERAL HOSPITAL,144
BROWARD,100167,Available,PLANTATION GENERAL HOSPITAL,120
BROWARD,100167,Available Capacity,PLANTATION GENERAL HOSPITAL,0.454545455
BROWARD,100167,Total Staffed Bed Capacity,PLANTATION GENERAL HOSPITAL,264
BROWARD,100189,Bed Census,NORTHWEST MEDICAL CENTER,231
BROWARD,100189,Available,NORTHWEST MEDICAL CENTER,58
BROWARD,100189,Available Capacity,NORTHWEST MEDICAL CENTER,0.200692042
BROWARD,100189,Total Staffed Bed Capacity,NORTHWEST MEDICAL CENTER,289
BROWARD,100200,Bed Census,BROWARD HEALTH IMPERIAL POINT,139
BROWARD,100200,Available,BROWARD HEALTH IMPERIAL POINT,3
BROWARD,100200,Available Capacity,BROWARD HEALTH IMPERIAL POINT,0.021126761
BROWARD,100200,Total Staffed Bed Capacity,BROWARD HEALTH IMPERIAL POINT,142
BROWARD,100210,Bed Census,FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE,167
BROWARD,100210,Available,FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE,24
BROWARD,100210,Available Capacity,FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE,0.125654450
BROWARD,100210,Total Staffed Bed Capacity,FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE,191
BROWARD,100224,Bed Census,UNIVERSITY HOSPITAL AND MEDICAL CENTER,177
BROWARD,100224,Available,UNIVERSITY HOSPITAL AND MEDICAL CENTER,140
BROWARD,100224,Available Capacity,UNIVERSITY HOSPITAL AND MEDICAL CENTER,0.441640379
BROWARD,100224,Total Staffed Bed Capacity,UNIVERSITY HOSPITAL AND MEDICAL CENTER,317
